160A_XXXX	2237_X	2245_XYYYY	2547_X	2690_XX	2703_XX	3107_XYY	3429_XXY	3430_XXY	3442_XXY	4032_X	525_XYYYY	5297_XY	5566_XY	5755_XY	6029_XX	6312_X	6382B_XXY	706_XXXXY	7086A_XXY	7089B_XXY	711_XXXXY	7178A_X	7179A_X	7181A_X	7184B_X	7194A_XXY	7196B_XXY	7199A_X	7204A_XXXY	7205B_XX	7208A_X	7222A_XXXY	7224A_XXXY	7225A_XX	7229B_XY	7240A_XX	7241A_XY	7242B_XXXXY	7243A_XXXXY	7245B_XY	7246B_XX	7247B_XX	7249B_XX	7251A_XXXXY	7252A_XX	7253A_XX	7271A_XX	7272A_XX	7273A_XX	7275A_XX	7276B_XY	7279A_XXXXY	7281A_X	7282A_X	7283A_XXY	7285A_X	7286A_X	7294A_XXY	7295A_XY	7304B_XXYY	7307A_XXY	7313A_XXXY	7321A_XXXXY	7324A_XXXXY	7326B_XXXXY	7329A_XXXXY	7332A_XXXXY	7346A_XXXXY	7356A_XY	7357A_XY	7359A_XY	7360A_XX	7361A_XX	7362A_XX	7365A_XY	7366A_XY	7368A_XX	7371A_XY	7373A_X	7374A_XY	7375A_XY	7376A_X	7377A_XX	7382A_XX	7387A_X	7388A_XY	7389A_XX	7395B_XYY	7417B_XXX	7425A_XXX	7450A_XXX	7459B_XYY	7467A_XXX	7468A_XXX	7469A_XXX	7470A_XXX	7471A_XYY	7472A_XYY	7473A_XYY	7474A_XYY	7475A_XYY	7476A_XYY	7477A_XYY	7478A_XXYY	7479A_XXYY
IKBKG	1153.70751880844	1133.38899326252	1645.39528768136	1348.19550708046	1609.96497425247	1250.87982020897	1448.97348977808	1235.19273193193	1926.28953252759	1177.15650336489	1228.40514625222	1513.44979150705	1442.72385728997	1329.03106502443	1737.25124477803	1408.91168200254	1078.3225531228	1036.78568054259	1706.92880445001	1268.21986498161	1160.73779554733	1775.3375846928	1477.70315731198	1125.77883104355	1689.04888334468	1118.74235607662	1559.60237984133	1112.20374231511	2521.2675989098	1319.87285731548	1119.17789387631	1108.3174108304	1060.9360334314	1238.18771404883	1169.14129408631	1281.96930074278	1362.5160337551	1136.22950475133	1516.62508692079	1179.83916517507	1378.34078295884	1395.84926964646	1358.85034335475	1398.36878894888	1158.61436599639	1459.7884351213	1439.70983574883	1025.16685584063	1028.76988011984	1675.4855826235	1038.73886105185	1038.41962450294	1155.78674385216	1122.63502851571	1195.79081620659	905.146954613917	1068.05421317736	956.741422793862	1333.21707678515	1038.66411515214	999.246944978296	939.62385181137	734.718847267727	1022.59209748952	1191.7889560651	1124.82306640758	1084.21841002551	816.423865785586	1086.61443101322	1099.47510714437	1096.1415432654	1157.5170318309	1168.50368788302	1171.41122593008	883.639719482477	838.411132182449	1218.28076865697	874.898460246244	1079.80112474609	1013.83322815121	1367.64444875868	963.913047168032	929.567832253967	1087.68243809213	1077.64639685786	1257.00398970543	1088.63348168468	1203.10493792637	1203.35498891959	1158.08427123064	1351.21499038884	961.649718170347	1214.16033749882	1113.45928357672	993.705777113704	1003.42290889692	1013.19067764649	1088.6581388089	1048.16661316839	1138.28716678241	1164.87082676558	1235.35040938751	1139.12665938941	1090.23797744792	1160.35016026366	1036.34476272835
IL13RA1	291.084277958046	315.166185364154	344.853018851668	108.585786769576	229.616144027895	123.688492145667	958.027104264434	293.452585184524	865.432972032014	171.390203555407	167.899485715719	381.835576911107	659.341391651741	294.588321621469	224.791336104481	441.40886815232	163.468407570418	751.262784984336	181.779022019855	104.797229191832	425.32555055112	245.792421367968	1049.09923670071	1160.17230764868	85.7878485818242	243.846288050029	536.095032298248	421.745310908629	115.275260703107	208.282432331969	453.908231557659	815.637177096775	269.045626207634	156.030409510796	750.454485545219	1079.91709097328	186.148628779202	728.388755990108	90.6877831622574	174.915729606822	144.368960215902	137.127682587159	268.902695510406	1390.77573201553	418.854525989424	387.320432342494	267.702549503774	420.008928766036	615.660938701967	102.251342474734	542.740057437226	194.832842724083	56.9937531386703	243.038209845562	248.770694760682	347.002692172206	83.9380690082247	219.682076868412	468.66450004678	423.440748358769	606.642166017448	581.425923259884	291.001913609103	298.684177651352	184.094515269233	301.272140995304	306.205903799486	115.135985673461	274.399725938982	425.591728869635	433.593551978824	326.608988550859	353.094948981918	463.124529275803	450.772080030046	445.885982072331	446.811002748859	641.591627348868	701.942850320867	753.613656002979	367.033746827506	883.629721854229	346.582699545285	282.272264605407	738.970935942739	877.816064940623	757.975859246733	434.360817516837	319.495602624039	375.32807914096	1381.54219769777	504.039051281035	424.042744406094	248.189301137174	263.058726287631	242.323144985355	419.857972512954	757.172222443359	417.263291544476	299.433194393603	256.923018842497	528.156111817155	987.895301702673	501.762070209197	412.89086369425	367.676890605681
IL2RG	20051.8497915731	19599.1062752144	23416.6455904114	21398.0756635135	18467.9807741214	19956.6927113306	26187.1993617495	24501.8687140685	26844.8251943956	19461.039147619	18490.6277982788	28179.2359059362	19037.23876598	17229.5680650474	22426.9190807402	18404.8729369741	22727.6246355916	20918.1272018597	24361.9293985824	23848.2010767013	27031.2302299434	23893.388660842	19905.3526602814	18474.8726197059	19621.563886367	13795.3023040401	28041.6891261139	18805.0072564917	16938.7722542399	23113.2361271646	20634.3265621734	24219.2940751702	23076.0928707808	21572.6412614104	16986.9159968024	17256.0670997017	19560.9378022559	20737.1559874594	30574.4306086245	24924.5688680971	23130.7932714223	26479.0689557603	26317.4976674997	20971.8765053879	23771.0485407824	23044.5152737221	26008.9962893587	19057.3089353048	23666.4696696643	23393.8825550588	24284.58306159	15810.2715926265	21276.8649176664	16041.3095264622	18612.5649053667	19695.4538977877	17830.1649430843	29089.4154722346	16921.0829559482	13986.1692357314	20813.3885818775	18111.3384909957	17263.2766505682	36769.6555107224	29703.5674406853	26089.1082780943	31644.0566202632	27780.9505129375	21955.6066489117	16333.8278905261	22958.4732291437	22278.7947284195	19798.5957975761	23004.4482513342	27717.7669476715	27058.3486785774	22948.6623186953	25424.6702032121	33216.0146693529	24347.2829550786	25310.4458955719	26962.623837175	17800.7143678285	19408.051556605	28636.889378703	23832.8080800439	25517.2564592128	26718.2690312687	25074.8591323811	23384.4927609623	25603.6346548325	26242.6611693908	17630.5873678858	22572.5927197222	28034.2331710784	19859.0719481847	21875.3317693527	25477.5145491259	19659.7759619669	18870.1635571964	25834.8277645192	23484.0316076069	29914.3048391891	23933.8648810053	22348.7554849639	18187.5574676932
IL3RA	5478.9443209933	292.346800837305	5488.73592121067	807.662092759874	1269.06825164597	2278.40976286829	8106.37067418812	3526.27486796225	3492.49991860225	1351.80461092106	1043.35182236607	8445.04130160697	1110.66809545731	1801.421933511	2749.80966209435	723.774924550954	954.139786508862	1680.5044697617	8104.92572404226	1783.7341984299	2821.23884966969	6159.28342727999	908.684144806853	1244.85524312342	271.020913260537	342.315697412626	2820.06928167037	1623.86667996228	475.341241489716	2257.48136796231	1589.03760111844	1804.59118009594	1502.13354840959	664.461600425091	861.460456781693	1017.77767851512	207.048521661934	1741.54234283792	1005.85483448712	2526.68478741313	771.075779249441	1603.94147914989	1213.17278477231	620.147846438376	2035.15307299409	827.102084293194	1091.76150700587	690.385119192283	1931.88748368041	191.216084663179	1061.43385211067	514.805802438209	2395.35243571177	1022.0239105655	312.806770875272	1911.62151024206	1166.29710731733	393.254148500325	2574.7146920676	1259.10269828284	4490.06335125667	2968.48828301489	4796.86559066559	4544.1718230058	2907.37202422412	3991.90501301333	3754.17735554218	3460.40635839267	2827.01251741675	839.379796218894	2096.45536406967	2065.46744657943	1681.10735687308	2436.83323611142	3025.16694929204	3044.3647411222	1950.98276617769	2628.84682419859	5335.34853142294	1505.75029106151	2332.01082545606	2402.26475473514	676.245269209966	1566.13612932861	937.110641832693	1761.33846486336	2378.52338076487	1415.08498230434	2935.65878813651	1075.14949728728	951.472320480451	1871.79386287849	1111.81341432175	1363.80603086952	2719.89341987397	2592.03613388968	2723.71341922069	3257.81657705176	2816.98171035293	2886.78202744777	2030.98728779124	1672.70694626516	3704.44536446826	4904.22015597041	3254.13667607054	3001.07201047882
IL9R	125.981445894326	94.637038862069	173.59391386754	174.537155776657	111.605837765827	88.6398697075449	129.386800621522	193.413147796241	502.58190032043	130.603658910167	125.448133721262	519.499919676255	1079.38469060095	153.431176653194	153.056850365406	333.531029202958	387.276796146296	150.278742463198	117.861068951057	86.3459999922441	168.78972002086	347.421615288441	287.346770811933	377.550593330795	43.1628627146898	140.000249695475	201.109158229758	227.254713772962	160.108556562963	24.4545465776404	218.176759980038	188.545590986231	103.564737810848	64.1751614608478	521.148078887202	532.729381589597	46.9591019996093	1243.24203579693	143.311701155276	274.493489835254	272.000778955273	143.626169952053	111.052523405793	126.913482222143	289.678334916686	61.9224977041416	32.5629733779679	273.245124940086	534.519204339629	232.631739650507	214.160359404021	23.2683390108941	63.2387714317317	214.452291027373	218.568648362019	237.383172462419	23.2549272590743	206.984134673111	55.7439631840526	58.1883288728962	150.53735428114	47.1742907829569	69.0562115703495	232.001436329881	72.3831345861893	176.699585830236	391.104160833434	45.6498200276032	151.943570834123	53.2839924920097	290.692674335739	68.5067700469441	144.395449259068	142.380841576947	138.423163558317	148.718071005872	386.649034249789	349.879065222203	291.34523448123	258.729424051093	119.114214017647	133.982339138739	118.584039006626	121.802833514585	110.843320060526	330.314423446524	73.0351980520464	64.3083869559673	272.165429608303	180.130029603343	241.478203543237	339.959296014774	146.448003259916	331.835886648155	95.5772512921296	29.655524696335	134.86268670602	494.414983980452	368.117204106584	84.2133509435435	93.0105605931579	297.966791862857	669.540091163987	477.53236877107	95.2244965383018	185.384892928782
IRAK1	6312.35971076478	5420.35450928709	9199.99838687331	5424.39079374753	7009.02371319545	6901.01814814413	6974.12058327853	4663.84403911623	8093.47997572546	7042.01319691703	6643.65711331042	6439.150872271	6775.02925184901	7281.4804365777	9372.44521518089	6821.4966830376	4238.39296809647	4374.64003022418	7001.64178893647	5660.80744090921	6002.50907015204	10037.4564658838	5147.22891639612	4882.18929094696	6177.33827064039	5146.48397757255	5805.20988198012	5525.34476744329	5916.33202707211	5783.14090379157	3772.68473917071	4084.2043204394	5381.21557099151	5027.58977664951	5639.51416589968	5411.7340763534	4732.58028750438	3747.9662983897	8482.12151008047	8340.97040894248	6492.17806796099	6882.50407265889	6863.2760124257	5268.85284166464	3853.62328898144	6788.01272883576	7375.51026660636	3966.63568508027	4190.85979831383	6156.33180390402	3639.81949752745	7641.02778186926	6098.67153276354	4978.31849894719	5661.37323688279	3970.8725630514	3264.27204056299	4201.47439524645	5440.39896463672	5222.58343921615	7282.07447622551	6195.43887908939	5751.19448982209	4222.08379067735	5666.87812635414	3690.31161215734	4133.43050671582	5785.72588231879	6075.06981613404	5734.04371858432	4274.49238632435	4570.76694573761	5031.50117873317	3649.58105958122	4203.91489060277	3629.23775048962	4630.23596295708	4734.25562253588	4889.08036110946	3801.23347949878	7930.45158217747	6148.54482208455	4447.91665662199	5470.68305606344	6563.77434165181	4533.46362051618	4570.04385576613	5844.01646365536	5028.64595101697	4805.78297150172	4604.40738443638	4940.19123290948	5551.23221277453	5364.78580282703	4424.74730086352	6235.31376956916	3888.36527297693	5752.05743474161	5044.08546646123	4747.28673243996	6000.484954583	4870.20347940306	5210.3026189114	4208.44210763232	5768.62516731133	5145.11238411919
ITM2A	3966.66584974061	3045.87480188322	2822.88342804162	3581.9540148031	5788.10899706249	2208.48400205287	1260.6127081733	1749.50969495755	1838.87819581194	3401.91487070628	1057.40701774109	1289.12658008678	4000.31826881881	1624.00059540044	825.656237890478	3164.48047822335	3845.49477077716	2414.71133084111	2215.53060961633	5299.12408717918	3098.0336608213	2448.76630978606	2269.05609589971	1313.50132950417	10350.536940936	3308.10301043798	2093.97411652145	3917.98187457954	3749.86055803615	2143.28918056558	4509.27737609937	2165.21150590807	5526.92562683731	6468.18017644439	2924.49801946765	2685.08311613999	6397.19954982455	4085.8683236516	4736.75872196525	5142.67027836478	4324.11453777813	2972.86172318828	1767.26142480193	2526.73836315614	2250.28586828511	2912.05774175289	3753.0812907881	2090.40226712978	2277.70253942967	5305.05708465462	6005.13553726165	2321.79221838533	5382.69425501356	6090.0915861023	6217.35218744984	6432.83732224802	4756.67636774313	1808.42319360334	1518.6409094681	3132.84781400674	1483.28025619205	3388.86749931517	4522.23278532318	6330.37512320534	6483.7775266386	7852.20210610074	6633.60603280691	5047.92667170278	3241.21932687315	1890.75069810889	3828.10188915407	4235.26181999878	2843.27286699207	6533.503304694	3919.51445480801	4076.97159858093	5361.17965572073	3269.08401652272	3067.66012607975	2872.84973733862	1541.36196941728	2741.60191652389	3008.20277347086	4364.06842316285	2216.97674721571	2476.25543425793	1630.68914329067	2225.57950810859	7243.95020640131	5971.02601009377	2277.86119083442	3651.36077931411	2962.23697703296	5764.41734041135	4318.34016532045	3940.21781870726	3310.65170403297	3204.83741504054	1960.99227716255	2375.09242771101	4669.31542317901	6752.85204739076	2423.45074995338	2354.08480800054	5457.97637686017	3191.79354602917
JADE3	496.920961572098	491.128202040565	310.330085088765	1098.53802395633	2957.65412129535	399.392590602896	941.278228507898	671.706043856316	147.116322882404	164.204356717369	118.854265733416	195.480822084849	588.259424798837	96.6494348164959	138.701217220552	241.37205396927	226.765609935745	443.354608857164	76.8076595208917	176.138820368221	469.307582498511	268.012624045492	450.053794769557	426.547472992241	380.690577078535	1436.60373544533	365.427055257774	441.099911816708	427.169765425581	633.580525993437	317.79574545224	295.954561345343	449.323104408471	213.040982006947	224.361828190811	121.287398316993	921.422732118217	2080.0085606741	152.468379999364	139.145837729767	592.898440314521	272.613112671982	368.556153565554	264.150676606585	537.598706183181	401.486097522857	598.992686636963	295.187995135948	780.820461974457	88.1548437083672	1227.12979583778	420.328607282357	342.647406716172	1278.43522237827	377.240919057648	884.502184724692	1199.22946900301	461.602447992886	722.890469047684	258.062449224033	172.213524626589	429.06022360555	615.045733335194	639.47579477467	408.736429957355	362.92748698171	212.68906242733	374.186086304158	449.871603052868	765.321885314114	690.05739030048	559.192039548779	633.014457735364	1447.35548967097	738.557267725433	1133.96987087028	719.772345821338	1060.96193639537	636.70671902819	531.892784188278	318.499561300302	508.721274462333	615.7989241381	1523.91803721923	411.670298134314	1418.76535217616	739.272509218889	267.217639484309	1027.9930700766	603.300754288541	762.551660273212	1041.19826151449	550.692869729285	742.17899854098	419.031767600369	376.339899556282	724.754031655138	389.211990603409	558.686365271236	548.426212664142	1497.79999432117	1735.10510776036	422.732898200481	672.6922888951	1455.85629175221	801.553991035661
JPX	1664.21797485079	536.971805120528	539.892383639879	548.913277427069	960.030246155193	800.948259526421	533.054329739476	950.94461962317	705.208671517227	1037.17892825696	515.407187474015	597.693824900127	554.997355993783	552.479638344944	510.272855060099	939.567749663249	509.769562042345	1050.27722513658	1639.9354878026	994.717272522972	802.900343993481	1759.91013659703	484.554973028212	500.841777441389	493.562621685767	619.27806942046	791.172154934673	869.722823140629	517.636950126227	1426.74172747085	803.865339698348	589.577098793629	1306.52368212094	1358.69388696156	725.330037799831	512.967967852106	978.075770147841	633.517748915272	1405.51430869298	1256.99054717016	496.232557037744	831.065496872397	799.9013112297	752.671949912992	1959.4522065288	808.953525619737	788.109445936162	982.075597024884	1060.77421853776	828.036272559259	1103.02374702774	578.29409542236	1954.21076089245	736.37564230026	448.199511077127	1091.17999425489	640.783312860327	624.483687560935	678.579943812235	579.332284994824	814.785652531305	901.014224159346	1408.46815755743	1518.4922178691	1357.39809557341	1645.55409601992	1647.35495475423	1553.75281099995	1397.03976902702	426.224316759815	457.806207311518	475.011418776558	810.310340953746	877.501723475608	809.808737761572	525.126312453823	757.801215479087	845.284399034681	497.230341334972	333.087431611701	507.673839220885	511.425772955632	508.374610427257	882.213997079305	799.563366937948	542.378314367188	533.099734212389	801.463327542911	599.040288392868	1094.00819706785	1474.50683842597	1202.45773612421	645.979248676736	1513.99537211381	1376.32081645606	1147.74683874192	1374.46831100163	634.963616967921	587.03515736556	529.916979632278	628.432925382713	629.846822444904	631.375951295168	681.92641222058	788.796994555044	1027.09762359833
KANTR	74.9513914398161	84.2687915040953	81.5188667513693	142.068670648195	60.4186978738993	83.2537075940426	82.2871498682041	90.8923277609799	77.0101816823752	98.0428937317685	129.225117713926	75.1591044025405	87.3690454933705	70.680329022814	66.4248819468349	62.9594868917038	143.130770223339	93.7504400784386	85.8121400104254	44.7846707285658	82.3971949462243	98.6942492048738	78.3283675209608	74.3322244941346	86.8886174153289	114.495416029243	64.3784665339311	105.861930568639	39.6088085634263	89.4481247798033	110.989166732175	86.4359054234848	98.4807904696147	75.7791611154392	65.6057179325789	67.8313320875811	93.7392547600006	123.153810344654	64.6295886904386	40.2301002136549	79.9498960717926	76.7406228197107	57.9046338351532	62.9282754629087	80.7533620772049	94.6636689016829	58.8747642528858	96.8616751763388	98.8508999081621	44.0491214585587	110.458247359396	85.9480777094941	66.8171703133905	78.6489671939045	82.2935551125287	109.575643212288	119.248071784699	68.2749312391968	70.4764951644673	52.6371519371835	82.9162984426954	108.995344041129	90.2479045947087	98.6333677184563	88.4441355325503	74.7147104971939	85.3975229066659	88.312009343991	71.9951252967531	92.2530389994273	90.8796889074559	106.733562390958	61.6095124348014	125.11605998878	99.7073358614369	71.2228575430089	107.752583623699	95.0247243463456	78.1820348003973	112.011238866341	85.5608344532264	77.2883314671349	90.4610316944469	66.9690084761978	53.6318930996881	75.320024869897	74.7171520895483	65.6200982878952	106.863678928617	87.5216949382389	58.952056699017	68.3470648211411	67.103493040477	94.2654279827597	110.501842411744	123.818521986644	69.6457557482453	89.9307255031902	70.5540531179392	100.696579769867	69.9268174306301	96.4681376956282	51.2873869485024	55.1989843957438	97.2748872827409	112.272927445036
KDM5C	19652.3918283323	6126.67482895827	7499.72077315546	6771.70772367474	12219.1285918183	10048.6115139872	6449.36067068428	13067.381390959	12796.7435959134	10285.1992418461	6303.11385312796	7556.89393341166	6638.61755133346	6198.64020401547	7932.98344543086	11626.563522152	9169.00608607874	10604.265187116	25585.8397444681	11683.4411508971	12133.2352537961	20921.9021258369	7593.37835844935	7295.86838429079	7432.80112493163	6193.39666967521	13100.6228198549	10997.628200018	5295.50528233983	19147.0467852359	13395.1826131144	6821.10277940672	17375.0682637402	18585.4027224427	11656.7900508076	6709.89377648911	10976.0271206061	6550.7340745675	24804.8021677793	21033.3381402373	7401.6722950234	12499.5159752016	11814.9721345468	12216.0976291837	22914.674540018	12915.4318362451	12169.2892431632	12806.2165634166	11465.8469921482	11462.5245183078	12954.647598107	6002.2457575251	18376.467455187	6783.46014331022	6955.4209283208	10617.2138735192	6863.91802737149	7312.53144501948	6796.53192006424	5578.24888697284	11140.7965726288	10477.4307190138	13997.8700789754	22897.0020480452	19046.8336093552	20771.3323699349	26099.619919333	20210.544607949	19972.051815461	6112.50880972319	6387.98537231958	6976.93594314111	10680.7135644348	10096.1925967607	12149.0371267002	7749.79131539387	5867.67005942154	12116.1408098999	9066.01474433895	7485.72263498815	7682.22432864911	7357.42688135272	6953.5396370507	9101.65587238701	12567.4973390451	7210.93176324483	7460.85740016134	11569.1061333598	6916.57644559151	14685.5312429146	17543.0408281652	15443.9510453627	6435.95622282044	17400.2174072943	16851.1160129218	18052.0955886297	16217.8464965086	6358.94802050688	7354.76304606426	6952.6429332419	6525.84408773154	7578.37988970879	6049.75924635142	6160.79390508806	10922.8601294766	11826.1559507958
KDM6A	6753.63865661736	1728.37109725771	1881.49962429551	2223.82228497087	3762.36418192305	2953.82400925945	1749.42376184961	3765.0786313695	2451.15605759679	3098.26822039472	1696.38398345126	1360.22998569208	1837.14330956381	1796.34626917047	1472.55284286223	3574.43767908625	2102.64733618356	2954.56474432934	4359.02208650893	3680.32962239673	3454.77757806146	4317.08241946892	1794.85453058156	1938.12743712178	1789.74530133229	1931.75002529618	3643.83728338169	3188.55335327336	1265.39102584843	5999.55887427008	3765.74811503805	1853.97352389313	5517.29048649242	4795.71426357137	3663.97167768279	2115.16474294377	3323.77063958618	1935.86183916574	6348.80277730062	7348.16269583644	1997.13440237961	3076.766173228	3107.77540636443	3283.03077942611	6534.01742362781	3044.76170892179	3172.78348634945	3336.40137030367	3520.72393854938	2491.97759544508	3748.01747547568	2111.21004033507	6976.69575831099	2138.02984653708	1894.25850994961	3494.59765913148	2217.01905993978	2260.15129733496	2086.56925515962	2257.44966601534	3613.17468200202	3539.11610838062	6209.67924254696	8048.60464593597	7520.34421346202	7879.78019514146	7066.52652864716	8463.79385999118	7230.00666741833	1949.34702486593	2187.30029918685	2184.31163059207	3521.08384200083	3799.05748420562	4261.04599520984	2150.69169607541	1555.97159356446	3776.18676402571	1759.2468403155	2128.08766371278	1920.07353876984	2078.73433816459	2449.79805378847	3043.66695905441	3215.8440645993	2353.70701144953	1754.01751402316	3941.61981320969	2542.62805218417	5287.80155153062	6135.95039424201	4316.97267012929	2250.63915646713	6221.71424422856	4687.12986552344	6053.08533831092	5421.99009699518	1798.26735190885	2525.77145826069	2396.13391362359	1653.22744083742	2528.91937880977	1560.76158681422	2080.50240531816	3091.39424623115	4033.73720995664
KIF4A	3835.31094786413	1760.63694947519	2196.36525096431	2981.11697378882	2231.62523347063	1860.78067590792	1727.84948539333	1666.86757327283	1898.76359611847	2409.4689634522	2763.11139471659	2259.80374558565	2820.61484458162	2338.53784356057	1687.05500138562	2523.45334065224	2219.24726950508	2547.43740606996	1936.33328067383	3658.72577081073	2389.32906718198	2357.27916582865	3104.60012953571	2016.85436643104	2807.11705337669	3418.00098940198	2152.02586365084	3754.87246130968	2718.72400404425	3047.97901318121	2933.09915384723	2693.98625521625	3321.73347493178	3499.18856550417	2435.90173289692	2830.24986586333	3845.34044500801	3077.80311219015	2635.55446044047	2712.4364585802	2256.74433645979	2703.9149153927	2443.20219068708	2689.49876788099	3225.90335613024	2753.68587831645	2594.38192521517	3788.51669804985	3277.84076523053	3054.96234679957	2805.93236503012	3988.41025957188	3509.80314936758	2818.75029553222	4062.78657215334	3637.42385179304	2447.01821608155	2307.84604515026	3064.77144327355	3581.28977569927	3089.73574302038	2613.71353856754	4120.11347055613	2785.06118186695	3293.22879694064	2326.23559256897	2991.31903824275	2853.98743390754	3633.33511473707	5025.59277675812	3868.32183702049	3188.40141629795	4912.31354080276	2655.90324981566	3734.93734787815	3315.47977964084	3423.90630433588	3295.85207916065	3026.06054367709	3198.40973766046	4044.75894831967	2618.51705863152	3645.78085653341	5146.02251372505	3553.31195113025	2796.44442463238	2343.60184118007	3927.07362735377	2830.30475910425	2777.53307670237	3133.04822441511	3087.68523068634	4465.65638629254	3283.48215670945	3718.91506172363	4556.02808309799	3728.00755681308	3453.08827599731	3578.78334514824	4524.38354233396	3113.42138892367	3054.1443466688	3535.53230027711	4147.92380896363	3169.64852282665	3657.15209864052
KLF8	379.533602592598	745.440183070789	540.713772874486	354.038563787049	250.812297782675	502.024450004645	796.310292710401	367.870510891601	776.326572256937	398.96218205618	706.940095928094	389.492123780913	732.628864360203	437.65780611229	967.658381351853	780.105493551743	1382.7058142572	300.877667036485	762.46167354183	429.782221556504	1039.92591471885	909.281408993171	797.80872618515	1168.08909365836	487.910768136212	513.87561582261	768.93250124178	690.01315128129	632.284698460235	238.908367503627	723.927351792261	775.540874900684	296.905252490011	339.51076454176	460.870384563425	773.396584257993	474.267943289524	779.851060812484	195.167795371109	545.532489038344	685.363483757072	482.414779293389	616.609838882808	391.801647399682	409.499030232852	616.499937495082	487.958463130594	977.321558947447	562.287758589786	649.707716850161	318.725795603565	498.924174072033	507.264091114137	907.319558292409	551.84849847959	167.977536384476	933.06450452473	396.518049917375	320.210973142207	674.239524364727	507.66521431389	550.52796949473	510.254516619546	595.874902386678	601.746365231324	336.12794563172	278.551456837696	364.3312483567	375.335495577258	477.31172639822	831.863840952941	702.352067419017	354.672215025715	259.759057817092	715.961136592193	538.618944126338	450.159084051679	1002.33779680851	1067.82231950136	1163.1809931458	688.432543153446	783.891225634121	720.23506215459	503.221256929923	951.731205666176	548.771830360413	640.188637953882	942.353455494797	706.37074091777	676.199802469695	647.709500808061	614.648951803401	557.435569238824	224.042693427413	382.894727228113	327.691575643916	78.2801627955998	347.167152785222	627.24957549714	254.201789474966	385.555009164516	262.366837172107	311.668252525026	627.716187092006	162.061745095511	316.980695598673
KLHL15	1113.02011192614	1416.00263594333	912.147628370728	1367.85947700868	884.723778999017	1017.24189115792	952.799496246559	1752.08643212316	754.295557974016	1114.42699419171	887.709057825123	733.541665828306	671.132986757022	891.635771270724	845.131637031232	938.82150755761	2151.63373621164	1005.46598709694	1102.41895026654	1370.76359820164	1286.87876290755	704.840582188497	1132.86791969202	1696.68128792299	1288.81552328899	1128.50444475812	1395.10832691415	959.968143310222	930.322892501193	1169.98832938497	1827.37635497293	1293.43335277052	1644.69829520412	1084.90059808624	1254.48837718021	1844.51597121519	1155.02313597254	1058.85824181526	1553.50336844669	1736.23739319969	1345.30124394937	1442.92200284774	1299.73919101905	1307.50542735315	1231.39614045886	1290.16058763196	1316.07441332747	1844.05090605142	926.732000513773	685.459498717621	950.971586608697	1480.57884246708	1549.99581737223	1135.10923121468	928.951357145114	1153.79421025953	1531.7404584066	1071.30805068603	1272.0623364144	1756.95372963293	1810.40973563017	1484.53717050848	2577.32129872502	1976.44219510968	1458.16413174266	1427.73556887859	1552.7611234929	2099.47256199224	1326.74444298827	1107.72354724851	1413.26991688345	1715.77671802169	993.571290446885	1398.8868404125	2316.54264557573	2148.60978477851	901.157291228468	1744.63683829484	1771.67713097114	1830.97772549828	1091.17742860798	1495.28128038189	1706.61685453832	1099.33560029172	1441.81282899049	1283.87703222998	1562.15350112574	1393.56190468494	1778.54094242543	1322.39595130746	1348.22262512712	1193.04680061071	1384.06024005541	1022.29013290929	1579.47487674698	1878.84584268449	1163.03031454162	854.202674312021	1315.22836685143	1303.3600022111	901.035261225599	1085.09234675801	898.78541084907	1337.67799973718	748.113284292079	1090.79758952197
KRBOX4	587.656921388191	968.595697078939	669.358046239382	862.904619970494	864.832567096748	775.313660674193	863.077188655352	1002.51435178032	767.234244242585	805.762979769431	816.825711215883	759.164735746862	817.588334688765	911.702145340754	868.700586474426	665.156313688315	1653.50370444671	856.269727647993	978.544602863	842.67042718249	628.124155462361	938.513682593067	526.466873238367	718.808417435216	706.799383738198	659.522357891466	682.322420923915	670.777364932549	500.849525917814	779.542162105489	852.58030305621	691.008589743987	734.493534435671	742.482203309555	764.185249271133	923.543824888706	790.553122745818	976.711065818364	631.570452216418	812.494180069634	765.908145218315	731.968450067559	701.745062288354	528.89553782137	740.379717710856	525.00162258036	507.069245682471	1034.36243520441	775.304551562194	950.053324718538	837.869239441102	743.360288592064	863.089775695819	746.351977815191	844.983035992464	918.465222191135	747.251752187841	991.595700212868	793.236770962409	724.241993985155	697.934689096293	599.728297650397	649.462740396122	718.327749494457	654.904350674414	836.773745448175	695.449551075285	774.138087449487	658.908950056591	602.488351750594	659.407930198024	815.960348153745	781.204490245122	891.461841926186	845.601951619652	934.267261681992	860.735040481465	735.593910642752	1083.47409005287	797.387245487953	938.264039480771	799.701186373278	748.160087974449	706.352220981388	1030.48533119839	859.130658630809	902.262719074904	790.004631435749	729.488556878212	592.749019435355	880.211635473696	572.287864153628	721.084063717366	1144.26885017634	736.603094034346	757.912674203223	862.438655806826	857.484892895171	900.790279761118	747.043539784825	741.592211307566	1127.92966408644	877.470099348519	795.950470405358	780.378788677218	1067.37527554828
