gene	intercept	intercept_err	x_coeff	x_coeff_err	x_pval	x_adj_pval	adj.r.sq	reg_pval	reg_adj_pval	deltaEx	deltaEx_err	deltaEx_95_CI_lo	deltaEx_95_CI_hi	region
CA5B	593.200437533955	62.7393144580142	228.023458785363	70.4912956209986	0.00248208110419763	0.0181099991676642	0.396790412308936	0.000248647954389728	0.00057627820017384	0.384395297706285	0.125594315667773	0.13823043899745	0.630560156415119	NPX
CASK	2871.7208907705	101.423795205849	210.320156541625	109.837893092176	0.062870707258748	0.250981455123135	0.378668830541051	0.000412219105575022	0.000912440042677295	0.07323836979338	0.0383354736934747	-0.00189915864583043	0.148375898232591	NPX
CCDC120	217.114921550436	14.583092199169	-32.63622277285	14.895434424528	0.0344904778523405	0.158258053582618	0.47272041980392	2.38712382231664e-05	7.4644983015298e-05	-0.150317732838406	0.0693451702447825	-0.28623426651818	-0.0144011991586328	NPX
CCDC22	666.097455877025	30.1541695447454	12.7371016411661	32.5805739108995	0.697967996494932	0.884242413565926	0.350129673207733	0.000880179818229052	0.00181565889205365	0.0191219791169983	0.0489202827468856	-0.0767617750668976	0.115005733300894	NPX
CD99	15028.619709026	1133.03339581854	8558.77100862412	1131.35548991656	3.63670544714678e-09	7.16430973087915e-08	0.758834769797832	1.31432095489123e-11	1.6704595362166e-10	0.56949814249966	0.0866633745667521	0.399637928348826	0.739358356650494	PAR1
CD99L2	5470.90396283428	195.966508859426	278.64871939155	248.438176288886	0.268890296492244	0.6019475955565	0.140255691491406	0.0700120724638129	0.0884126812523791	0.0509328478957967	0.0454474426383034	-0.038144139675278	0.140009835466871	NPX
CDK16	6725.02292114555	223.188745198057	1953.49566085313	216.332661170739	4.237784993069e-11	1.19263377662085e-09	0.753524802181713	1.98317758682692e-11	2.36779384609032e-10	0.290481636086434	0.0335818220820746	0.224661264805568	0.356302007367301	NPX
CDKL5	1291.16573885376	70.9821264197173	-73.3960273891305	64.20464416494	0.259942154820497	0.591539270307541	0.542735952328248	1.873582539354e-06	8.29428674725254e-06	-0.0568447761433697	0.0498242066156315	-0.154500221110007	0.040810668823268	NPX
CDR1	182.52852111924	17.9836103397268	-14.8554432580379	15.386187525735	0.340241058464808	0.680952981306256	0.594755965960291	2.08710972986187e-07	1.1581989205149e-06	-0.0813869699208999	0.0846752365161412	-0.247350433492537	0.0845764936507369	NPX
CENPI	859.930913710934	95.8147010919995	72.5682635422974	126.361231393203	0.569067986905601	0.827353456977148	0.0333562677508191	0.311784446287844	0.341230755103919	0.0843884809642874	0.147243992938917	-0.20420974519599	0.372986707124565	NPX
CETN2	3013.03867412604	125.707636542338	-7.81648952863817	99.7585498612026	0.937947042260707	0.996294905982751	0.650037986415851	1.40263462508391e-08	9.69540425058004e-08	-0.00259422144022278	0.0331091279223726	-0.0674881121680731	0.0622996692876276	NPX
CHIC1	737.110495359143	25.7540664546093	-58.7838668088578	26.4487506269051	0.0321137915656502	0.153523312554401	0.43819584767839	7.26681233908186e-05	0.000205980148316421	-0.0797490568631999	0.0359896876924299	-0.150288844740363	-0.00920926898603731	NPX
CHM	2490.40554603825	62.6523473511468	240.830901469051	72.6294673257975	0.00198284066264967	0.0150238311746918	0.390068007885949	0.000300605653678775	0.000684616344216401	0.0967034874509361	0.0292650069214178	0.0393440738849572	0.154062901016915	NPX
CHST7	318.555081362404	24.9126933506249	-38.2182855790724	29.3467464734917	0.200452373244159	0.509537000375475	0.254658568478557	0.0082386627372644	0.013249114769315	-0.119973868932241	0.0926011201027724	-0.301472064333675	0.0615243264691931	NPX
CLCN5	549.132555849847	33.259077208726	-46.1698482713735	36.6616322542122	0.215388940235318	0.537109129447564	0.3269812763659	0.00157731723759326	0.00303152678834998	-0.0840777837327824	0.0669567344928033	-0.215312983338677	0.0471574158731122	NPX
CMC4	573.976060666066	21.0133860048616	26.2732073657767	16.1894861118615	0.112677248978556	0.346834657012117	0.676185751778574	3.31656337200744e-09	2.61345193714186e-08	0.0457740473274934	0.0282555943158247	-0.00960691753152294	0.10115501218651	NPX
COX7B	2050.67691191709	96.4262247995568	-51.0618873906467	78.8619050772604	0.521111645247729	0.802518427361585	0.626828881771792	4.59319314555118e-08	2.87256841166216e-07	-0.0249000157430509	0.0384743430657088	-0.10030972815184	0.0505096966657382	NPX
CSTF2	1176.68414031804	71.7880898748187	-26.5489030045343	78.9657968636203	0.738516581533821	0.910961438431651	0.323626101776509	0.00171257714651277	0.00325968790205813	-0.0225624720303943	0.0671228615407921	-0.154123280650347	0.108998336589558	NPX
CTPS2	895.624998304953	52.4557417347921	225.668487859938	51.99025423512	9.76395037569798e-05	0.00101236748632237	0.600216233337504	1.62825495472085e-07	9.43430076705905e-07	0.251967607298852	0.0598956120016185	0.13457220777568	0.369363006822024	NPX
CUL4B	10497.7824744457	1107.60854950659	-906.406966297418	1428.96094756587	0.52958068810663	0.802518427361585	0.0727815422397013	0.190630522341916	0.218338447100916	-0.0863427079484495	0.136424768707365	-0.353735254614886	0.181049838717987	NPX
CXorf23	587.319174730497	26.0056542513751	0.86891762484393	36.0024714166091	0.980868039398751	0.996294905982751	-0.0713687172741393	0.781658714285354	0.806213438294318	0.00147946408397555	0.0612997046983572	-0.118667957124805	0.121626885292756	NPX
CXorf38	1147.81646411763	41.2427930052846	57.6340792721262	45.3264262576467	0.211069764635718	0.52969100169728	0.351262999705554	0.000854782007302718	0.00178840929522046	0.0502119294101883	0.0395304566098004	-0.0272677655450206	0.127691624365397	NPX
CXorf40A	530.476877520515	17.3155289516235	-16.4036458141693	22.4719923669847	0.469777002520424	0.78097948942214	0.0658485057121302	0.208933336307307	0.237918307818147	-0.0309224520601935	0.0423738928950558	-0.113975282134503	0.0521303780141158	NPX
CXorf40B	1015.76715405923	32.9368917619994	33.0004929174116	36.3301847289579	0.369272920945185	0.694472123464325	0.325482601793721	0.00163647620413001	0.00312995934187973	0.0324882457416881	0.035781763427438	-0.0376440105760904	0.102620502059467	NPX
CXorf56	848.405748725401	28.3115619312307	-36.2536000874754	33.6620085325388	0.28810240577592	0.630624154865069	0.214597038778897	0.0185757866553419	0.026517608486249	-0.0427314408724138	0.0397023962012776	-0.120548137426918	0.0350852556820902	NPX
CXorf57	223.824104032988	17.9996964844901	-53.4029364226841	22.3171926141946	0.0216279786682929	0.113263670526043	0.21805538655489	0.0173645429723909	0.0251530512173603	-0.238593321543302	0.101538003262286	-0.437607807937382	-0.0395788351492211	NPX
DDX26B	268.405883192741	16.248868096125	-40.2640000729927	19.8042656962261	0.0488889825686461	0.209372381870071	0.272577229397619	0.00559631464944477	0.00934299988085271	-0.150011615222604	0.0743415425447576	-0.295721038610329	-0.00430219183487926	NPX
DDX3X	21426.6758916506	704.31711934299	3490.96395424935	496.078412023957	1.90593942842713e-08	3.5759054038109e-07	0.820744784838388	4.69355370859989e-14	9.73294821678082e-13	0.162926063375499	0.023763718659625	0.116349174802634	0.209502951948364	NPX
DHRSX	503.478879643813	21.0761093816173	492.536338072618	26.0536986631301	3.07195083531353e-21	6.05174314556765e-19	0.916672388238961	1.89732316784467e-20	1.868863320327e-18	0.978266135852736	0.0659908016494646	0.848924164619786	1.10760810708569	PAR1
DIAPH2	1654.52719774672	79.1294971997214	-38.784763613535	59.114098506619	0.51561222035877	0.802518427361585	0.687863169817951	1.6725280908691e-09	1.40207674000516e-08	-0.0234415993078599	0.0357462808238367	-0.0935043097225798	0.0466211111068599	NPX
DKC1	3781.94671329188	189.544408380024	25.5966981856669	241.55751926579	0.916153115437749	0.995865273008752	0.0955293911254615	0.139013777562562	0.164478763842791	0.00676812766708368	0.063872112447668	-0.118421212730346	0.131957468064513	NPX
DLG3	545.389918091594	22.1031614063096	32.3472096416925	26.8192796471799	0.235038237153729	0.578781658991058	0.226280944137997	0.0147608820223223	0.0221976622778434	0.0593102449617707	0.0492332174443695	-0.0371868612291936	0.155807351152735	NPX
DMD	411.293701473924	29.003932533645	-63.4386696195544	37.0320015797961	0.0946387398134272	0.324240552056438	0.115809361492105	0.10293732421683	0.12634674685804	-0.154241772709413	0.0906924624296834	-0.331998999071593	0.0235154536527661	NPX
DNASE1L1	985.326256848767	183.705638522326	-116.426004473555	187.752585718927	0.53879643124391	0.810251121794277	0.416258117131954	0.000141334615396972	0.000352442015610171	-0.118159851789502	0.191817890864858	-0.494122917884624	0.257803214305621	NPX
DOCK11	2019.21266964782	84.9714629267124	-141.92037446819	119.494040829106	0.242143741405232	0.581735573863789	-0.0435521584755858	0.651056783952497	0.685872654752096	-0.0702850059339924	0.0592523972376158	-0.186419704519719	0.0458496926517346	NPX
DYNLT3	2882.04975358046	112.871801388945	-79.3440199938083	124.910198546672	0.529001968061202	0.802518427361585	0.315332428005427	0.00209374703643735	0.00387888904646615	-0.0275304129969431	0.0433541593450001	-0.112504565313143	0.057443739319257	NPX
EBP	888.432704436519	67.212644608125	12.0119649485758	73.1198540998294	0.870360964730036	0.967591078058638	0.339195376723936	0.00116344112526076	0.0022919790167637	0.0135203993376114	0.0823084297655922	-0.147804123002949	0.174844921678172	NPX
EDA2R	1349.24244208488	58.1396411271045	-178.921969816196	71.7368478706254	0.0169728689374898	0.0983427994319261	0.213357482205924	0.0190278143386153	0.0270648333913878	-0.132609206644672	0.0534744243965937	-0.237419078461996	-0.0277993348273484	NPX
EFNB1	1170.19188335744	69.4964965038207	-72.5914270028074	92.6081937369252	0.437859938963578	0.75334854127358	0.00738376842497146	0.41400406085105	0.44898727292776	-0.0620337809851599	0.0792250291661679	-0.217314838150849	0.0932472761805292	NPX
EIF1AX	7836.90611166799	642.924091140685	5184.07135244617	754.278765952903	3.20439208130315e-08	5.73877490924292e-07	0.664288249232574	6.48780805430915e-09	4.73369698777371e-08	0.661494635584297	0.110491942607355	0.444930428073881	0.878058843094714	NPX
EIF2S3	8726.48891492141	537.850950977665	3183.35968658031	371.995199707238	1.73537019114256e-10	4.27334909568856e-09	0.838832549410106	6.15256037246575e-15	1.73150627625108e-13	0.364792726790392	0.048194281073699	0.270331935885942	0.459253517694842	NPX
ELF4	2862.32987221479	79.9584613444593	38.4119978528398	76.5833031973169	0.618788769348609	0.841161524147564	0.492199377353708	1.2252940235043e-05	4.05685584252685e-05	0.0134198361361885	0.0267582086975137	-0.0390262529109383	0.0658659251833153	NPX
ELK1	3062.64838383929	88.9141685811261	-74.5741937415406	103.221985121942	0.474319313820852	0.783349520863822	0.249332634917263	0.00921650752913388	0.0146423547035433	-0.0243495773576383	0.0337109177230766	-0.0904229760948684	0.0417238213795918	NPX
EMD	3426.49778652659	86.8818650734919	185.881786579113	111.219936319073	0.102669193315674	0.331571001363734	0.151270947549651	0.0583671713038696	0.0749077051912855	0.0542483311415005	0.0324879117482584	-0.00942797588508596	0.117924638168087	NPX
ENOX2	1198.66694184109	35.9951501246917	-22.1985949972576	42.1515265391374	0.601427690944935	0.837323357711322	0.234087904588974	0.0126174606628902	0.0192685251983672	-0.0185194020310277	0.0351697338149331	-0.0874520803082965	0.0504132762462412	NPX
ERCC6L	808.970011040718	106.774018701534	83.908281688338	130.382919779371	0.523632054910958	0.802518427361585	0.17200403194048	0.040875567286335	0.0544086942932972	0.103722363676241	0.161751890832964	-0.213311342356368	0.42075606970885	NPX
F8	524.610870683628	24.1076536814203	-119.524533892288	31.3154759822769	0.000471621992928691	0.00395359713221073	0.256675653600526	0.00789341748497885	0.0127459282339413	-0.227834649588054	0.0606039850742244	-0.346618460333534	-0.109050838842574	NPX
F8A1	1285.20674470731	86.4459211817588	-188.206814201447	99.30201252455	0.0654824395881436	0.258000811977286	0.311333813502853	0.00230394881292209	0.00424184968360422	-0.146440885854757	0.0778907144296186	-0.299106686136809	0.00622491442729556	NPX
F8A3	299.913166613609	51.5932152220951	70.0628659482214	71.4689598791609	0.332967826395983	0.680952981306256	-0.0666297412713428	0.760325624959499	0.786268494052605	0.233610503797876	0.241663735286169	-0.240050417363015	0.707271424958767	NPX
FAM104B	341.681335308829	11.0500022196397	-0.389794328827517	12.8007885217009	0.975862827846791	0.996294905982751	0.249463100267383	0.00919135931092742	0.0146423547035433	-0.00114081247216855	0.0374641322365408	-0.0745705116557886	0.0722888867114515	NPX
FAM120C	732.972981566092	22.4895025916907	33.7713923195363	21.4577197072639	0.123598866643625	0.371740102729681	0.494779713259874	1.1191829180989e-05	3.85281694045393e-05	0.0460745391288221	0.029309025809476	-0.011371151457751	0.103520229715395	NPX
FAM122B	1431.29960646384	71.651301798723	135.236133211813	97.2717624431454	0.17232432017727	0.471498487151697	-0.0151615216705245	0.51489802254774	0.551276687184266	0.0944848532068888	0.0681248473850017	-0.0390398476677145	0.228009554081492	NPX
FAM122C	57.7720102585815	2.13712058352432	7.19261218179127	2.66878478870883	0.0103290275727069	0.0656393042523633	0.219109870645247	0.0170094366346379	0.0250164571611173	0.124499946420384	0.046424130289049	0.0335086510538481	0.21549124178692	NPX
FAM127A	7451.29844496882	283.167689094682	-418.425962120953	253.919700023814	0.107414519837693	0.338570566528407	0.557955480715683	1.01588392640843e-06	4.94146008648053e-06	-0.0561547715758825	0.0341439959469177	-0.123077003631841	0.0107674604800761	NPX
FAM127B	1860.45320238641	59.1526251581108	-43.9029239567701	53.2202266690149	0.414429064933611	0.741517380304619	0.547882382322519	1.52724992716289e-06	6.91651116439287e-06	-0.0235979727415103	0.0286158928040473	-0.0796851226374429	0.0324891771544223	NPX
FAM127C	1830.78377825869	44.4276734699525	-116.689332121834	56.0141040235762	0.0438348631946737	0.191899289985571	0.20946600341689	0.0205108519048729	0.0289651457007882	-0.0637373640227581	0.0306347669800539	-0.123781507303664	-0.00369322074185251	NPX
FAM156A	1155.92742754585	85.8345205062092	-79.8817796523838	82.4317506608632	0.338484150405909	0.680952981306256	0.502296857013748	8.56947573124826e-06	3.09759031019433e-05	-0.069106223927899	0.0714966116999794	-0.209239582859859	0.0710271350040606	NPX
FAM156B	477.834530038512	46.0184013825466	14.9999211893245	34.589660880658	0.666929618472419	0.875470478503116	0.684805380493268	2.00610610849842e-09	1.64667876405912e-08	0.0313914550882615	0.0724514680317441	-0.110613422253957	0.17339633243048	NPX
FAM199X	2002.02955680164	63.938295849266	35.4289142158382	74.4257769861695	0.636708855606054	0.850384030877238	0.243166507138769	0.0104779338416585	0.016382166403228	0.0176964990828797	0.037179459777516	-0.0551752420810517	0.090568240246811	NPX
FAM3A	1434.29961680542	76.7141991011697	-1.90473341297723	79.4908130186561	0.981005360052648	0.996294905982751	0.399528621108204	0.000229975847165114	0.000536156708775474	-0.00132798851136807	0.0554213899029279	-0.109953912721107	0.107297935698371	NPX
FAM50A	3215.7695308219	98.0833944328485	-51.8656855830919	104.748071258724	0.623274753042235	0.841161524147564	0.362199962708079	0.000642101398307201	0.00139004368644526	-0.0161285456205675	0.0325769664466882	-0.0799793998560763	0.0477223086149414	NPX
FAM58A	940.934168019184	34.4440348773965	14.6229820122778	45.1386381231115	0.74770153471231	0.913139086697388	0.0535057948008713	0.244653253674463	0.275409662707824	0.01554091934302	0.047975526362208	-0.0784911123269076	0.109572951012948	NPX
FANCB	281.629248193314	29.8620110295358	12.6628364733812	37.8669846766916	0.739867158117077	0.910961438431651	0.101755801209523	0.127002624844775	0.151175329875654	0.044962789037768	0.134541357681172	-0.218738272017329	0.308663850092865	NPX
FGD1	1769.39693422336	49.6943211950812	133.574240354857	54.1426770736675	0.0181186197867556	0.101981945656882	0.403052195264297	0.000207858544687752	0.000487477777422465	0.0754913935766973	0.0306728745131812	0.0153725595308622	0.135610227622532	NPX
FGF13	438.143367042426	68.7806592832004	-31.4026723387754	93.7104114192537	0.739342961073107	0.910961438431651	-0.0217177135398687	0.54578922980057	0.579625219788207	-0.071672139078017	0.214176435721646	-0.491457953092442	0.348113674936408	NPX
FHL1	9123.72252288147	1633.09517711562	-117.04382943091	2098.6206083073	0.955808356509782	0.996294905982751	0.0791485370973448	0.174906796327825	0.202686111038715	-0.0128285169937352	0.230029483208161	-0.463686304081731	0.438029270094261	NPX
FLNA	205728.989509771	14945.426852366	-8256.65578403178	16109.8307368856	0.611175838106064	0.841161524147564	0.350378222082542	0.000874551124608539	0.00181354285839876	-0.0401336525479782	0.0783603385433286	-0.193719916092902	0.113452610996946	NPX
FMR1	2226.84940067572	57.8881598054778	100.437288878492	54.7753119699537	0.0743497399766823	0.276356580668046	0.511468584880618	6.14774772728526e-06	2.42221260455039e-05	0.0451028654420976	0.024625600093913	-0.0031633107419719	0.0933690416261671	NPX
FOXO4	527.772396160344	32.193327482097	-22.5671826742191	39.6721328638923	0.572724730946125	0.82960861762049	0.173283764790669	0.0399629788221216	0.0535558287616188	-0.0427593084412905	0.0752142558888352	-0.190179249983407	0.104660633100826	NPX
FTSJ1	3060.92268482716	154.519321965799	19.0626403932168	169.490472260432	0.911027455136708	0.994306973196296	0.33200054788278	0.00139317027463759	0.00271578286308621	0.00622774318597113	0.0553732392184055	-0.102303805682104	0.114759292054046	NPX
FTX	134.597453810042	7.54959935187375	-3.35878598986596	8.84973294876683	0.706349255616475	0.886310849404112	0.235673286479571	0.0122178098521857	0.0188412908335859	-0.024954305559199	0.0657645279884261	-0.153852780416514	0.103944169298116	NPX
