gene	intercept	intercept_err	chr21_coeff	chr21_coeff_err	chr21_pval	chr21_adj_pval	deltaEchr21	deltaEchr21_err	deltaEchr21_95_CI_lo	deltaEchr21_95_CI_hi	sex_coeff	sex_coeff_err	sex_pval	sex_adj_pval	deltaEsex	deltaEsex_err	deltaEsex_95_CI_lo	deltaEsex_95_CI_hi	adj.r.sq	reg_pval	reg_adj_pval
C21orf2	453.391257367903	40.475959772257	452.892044327246	88.1177400549545	1.13199900520273e-05	9.06929337289177e-05	0.998898935450243	0.213834463869661	0.579783386265707	1.41801448463478	-52.9986887032866	52.2473926575576	0.317566215348295	0.9659305338046	-0.116893936179896	0.01338843890291	-0.1431352764296	-0.0906525959301927	0.501497997489347	8.93169380260837e-05	0.000314263300462146
C21orf58	274.914736588718	38.0080720624328	270.877980256181	82.2202650463074	0.00230978145661889	0.00486679732092359	0.985316333410762	0.328638293676959	0.341185277803922	1.6294473890176	59.544417240755	48.7506201316989	0.230333281806027	0.9659305338046	0.216592307780996	0.0323426045630758	0.153200802837367	0.279983812724625	0.383163912186997	0.001874928915876	0.00395818326684934
C21orf59	1176.20953385255	91.1643134672275	1052.70863609831	230.017150977456	6.03739391498378e-05	0.000318640234401921	0.895000938013379	0.207496841538643	0.488307128597639	1.30169474742912	-38.623466359724	136.383393373422	0.778742489950268	0.9659305338046	-0.0328372328637881	0.0134512542846315	-0.0592016912616658	-0.00647277446591047	0.257808616394225	0.0213334050402613	0.0294138739161207
C21orf91	1588.60514791298	166.769414782863	1810.14754532995	487.890397820226	0.0007368264007704	0.001944403002033	1.13945718211226	0.329591424590978	0.493457989913939	1.78545637431057	-268.145573859792	289.283419807043	0.360496231192106	0.9659305338046	-0.168793091355688	0.0334740342658859	-0.234402198516824	-0.103183984194551	0.141243415528826	0.11537043850958	0.137002395730126
C2CD2	574.953268117191	55.5632336381779	492.538614353607	145.674106984371	0.00182806458306947	0.00403874733468836	0.856658517598363	0.266549194689113	0.334222096007701	1.37909493918902	134.071458693603	86.3741201590603	0.129869898328859	0.839030397534748	0.233186705995514	0.0230763022087557	0.187957153666353	0.278416258324675	0.265793589955494	0.0186458943804017	0.0268387873657298
CBR1	734.553989738686	74.7509412452694	634.884862316681	187.305341547966	0.001786469571584	0.00403874733468836	0.864313408116588	0.269735237250811	0.335632343104999	1.39299447312818	-269.755057911418	111.058405726377	0.0205800055836657	0.83031454907367	-0.367236529485575	0.0242555231552564	-0.414777354869878	-0.319695704101272	0.377319068044036	0.00213445154886784	0.00413530543475504
CCT8	16152.7744202279	1157.2628212008	16113.9440666814	2693.13488211853	9.05176284698057e-07	3.68259632679107e-05	0.997596056718413	0.18140251047616	0.642047136185139	1.35314497725169	2166.57934267169	1596.83255128943	0.183785949867236	0.9659305338046	0.134130477297975	0.00986527087793342	0.114794546377225	0.153466408218724	0.62618780305634	1.13861829431911e-06	8.32067215079346e-06
CHAF1B	966.089251106059	97.6873259591289	634.272407633231	238.253652669117	0.0117717323611697	0.018954484310358	0.656536036300025	0.25539560149727	0.155960657365375	1.15711141523467	126.512881073997	141.2670381167	0.376785503672145	0.9659305338046	0.130953616272156	0.0215572819261056	0.0887013436969888	0.173205888847323	0.223639539397865	0.036893150329359	0.0493640743843535
CLDN14	87.4125262564949	16.8980945929942	93.3428366329745	44.1101908478103	0.0417348662611703	0.0558424266874814	1.06784279817149	0.545211293699951	-0.000771337480413248	2.1364569338234	-21.7863082349378	26.1541258319614	0.410659957932845	0.9659305338046	-0.249235540579277	0.0918440696807698	-0.429249917153586	-0.0692211640049682	0.125289611506771	0.139835910156104	0.164005079812715
CLIC6	1094.51831900083	311.451034623178	-568.316361835104	767.145289540681	0.463888683462839	0.512435173592671	-0.519238784741322	0.716301740529656	-1.92319019617945	0.884712626696804	243.983079382041	454.861202103356	0.595181370890634	0.9659305338046	0.222913655392054	0.176731233922692	-0.123479563096421	0.56930687388053	0.202149770121571	0.0508839062600011	0.0636048828250014
CRYZL1	562.625681599178	25.6445519778911	384.419322890094	66.0468677849007	1.47354800371597e-06	3.68259632679107e-05	0.683259466218179	0.121451232006468	0.445215051485502	0.921303880950857	24.518361732454	39.1609752225537	0.53543569888809	0.9659305338046	0.0435784617274566	0.00484865662987013	0.0340750947329112	0.0530818287220021	0.637917197153772	6.93801469313649e-07	5.99192178043606e-06
CSTB	2608.3141846661	341.944297895789	1489.54401806516	939.619383424441	0.12216482750683	0.14879049504037	0.57107538149429	0.367937445198775	-0.150082011095309	1.29223277408389	736.17794632483	557.125759737055	0.195196367727861	0.9659305338046	0.282242818235899	0.046992402493102	0.190137709349419	0.374347927122379	0.267840116469232	0.0180059491184993	0.0263163871731912
DIP2A	637.691187330028	40.9735687891403	477.098227585397	99.4064467213916	3.12096287852238e-05	0.000205130687901503	0.748165000653337	0.16312882552339	0.428432502627493	1.06789749867918	122.308481976823	58.9407723269578	0.0456126228276952	0.83031454907367	0.191798921495091	0.00869488049848314	0.174756955718064	0.208840887272118	0.42871962950746	0.000641444180227784	0.00154090220901205
DONSON	994.912246888848	86.9801260314683	514.863032126009	223.848524044744	0.0277098583596044	0.0396609465297057	0.517495923621422	0.229496835819224	0.0676821254157439	0.967309721827101	91.577835600694	132.725847534067	0.494891423147661	0.9659305338046	0.0920461436544414	0.0178615374400306	0.0570375302719815	0.127054757036901	0.202993042198121	0.0502624073162986	0.0636048828250014
DSCR3	3114.69636158985	211.633225677255	959.347140518471	582.556578967805	0.108815153423358	0.134252462015831	0.308006633439154	0.188202005059131	-0.0608692964767431	0.676882563355051	103.85636088822	345.413560397626	0.765495208738771	0.9659305338046	0.0333439760513954	0.0123034967872804	0.00922912234832585	0.057458829754465	0.253343037560078	0.0229762985616828	0.0311821194765695
DYRK1A	2773.09771509462	285.956057813886	2035.61226443751	779.64239225698	0.0133368088216953	0.0207724419326101	0.73405717128437	0.29115653304568	0.163390366514839	1.3047239760539	21.8165487251049	462.271072491465	0.962634518751361	0.981311975938592	0.00786721239801696	0.0277890291581249	-0.0465992847519078	0.0623337095479417	0.383550199087879	0.0018588192083661	0.00395818326684934
ETS2	285.808840381615	48.0505528200007	-23.9791135090291	134.059284900028	0.859101825679381	0.877577133758507	-0.0838991315909331	0.469264305050701	-1.00365716949031	0.835858906308441	62.676307997893	79.4873778332828	0.435864203809972	0.9659305338046	0.219294504376446	0.0787065313914469	0.0650297028492099	0.373559305903682	0.0579885933983423	0.285027251952275	0.30769987426666
FAM207A	792.811313589064	71.2725044022421	552.281999905837	178.014122983614	0.00384783763538588	0.00746009337472773	0.696612157823091	0.233104929924523	0.239726495171026	1.15349782047516	25.5370889940303	105.549390807291	0.810276610435462	0.968261996149878	0.0322108029443016	0.0177327949451641	-0.0025454751482201	0.0669670810368234	0.221833938050201	0.0379289037080298	0.0500450812814282
GABPA	1515.43022129908	129.055866143922	799.963409129815	198.317060960425	0.000293922127771711	0.000962848349596985	0.527878748811054	0.138371350741809	0.256670901357108	0.799086596265	-208.061135201463	117.587552157263	0.0857942953424805	0.83031454907367	-0.137295094341662	0.00615746092437153	-0.14936371775343	-0.125226470929894	0.83435453531037	2.37625919370991e-12	2.25744623402442e-10
GART	4428.27129275936	339.662444140695	3870.9406780033	917.729009830992	0.000172635506849244	0.000654898596982567	0.874142621824604	0.217819583687278	0.447216237797539	1.30106900585167	86.5543941882607	544.146364851936	0.874559144336231	0.968261996149878	0.0195458652973194	0.0151017636453414	-0.0100535914475498	0.0491453220421886	0.433005734578601	0.000576422888469767	0.00148000471363859
HLCS	525.114405893584	36.4331762433963	792.762260709342	91.0914383804342	3.6068994882359e-10	3.42655451382411e-08	1.50969436719281	0.202640551106208	1.11251888702464	1.90686984736098	-117.895324253703	54.0105788668222	0.0360505189396307	0.83031454907367	-0.224513597285684	0.0108217712936223	-0.245724269021184	-0.203302925550185	0.784924689968862	1.70302948713909e-10	8.08939006391066e-09
HMGN1	8975.15617737239	593.353035852425	4091.56465202132	1378.02436272132	0.0054418005324903	0.0101366872664035	0.455876708010577	0.156467649766637	0.149200114467968	0.762553301553187	45.2018566019428	817.067935762763	0.956205729629803	0.981311975938592	0.00503633092378971	0.00828777812333656	-0.0112077141979499	0.0212803760455294	0.542357412454953	2.50311438978566e-05	0.000114884533776556
HSPA13	2526.53370484475	327.897849688275	2162.40997387482	714.328019123912	0.00468332121054961	0.00889831030004425	0.855880121341068	0.303767572380749	0.260495679474801	1.45126456320734	-344.961711264249	423.544413170227	0.421047382439516	0.9659305338046	-0.136535566734284	0.0284166709509472	-0.192232241798141	-0.0808388916704279	0.688601987779955	6.49723525534827e-08	1.23447469851617e-06
IFNAR1	2681.19991837733	182.921078455614	2139.31291434295	450.873980324636	3.67075967823742e-05	0.000205130687901503	0.797893845841106	0.17675237274146	0.451459195267844	1.14432849641437	-430.557172597821	267.335384162211	0.116524113339229	0.839030397534748	-0.160583763130351	0.0100615842087027	-0.180304468179408	-0.140863058081293	0.673040855852082	1.40322158323063e-07	2.22176750678183e-06
IFNAR2	2474.61256901819	252.828219829849	2211.13775170779	618.618714959263	0.00107596921347556	0.00263141840710746	0.893528861604817	0.266133520240185	0.371907161934054	1.41515056127558	-115.245546352621	366.795776714577	0.755292495555606	0.9659305338046	-0.0465711472557278	0.0219928505080683	-0.0896771342515417	-0.00346516025991389	0.33215311831558	0.00549335746590521	0.00899774067691371
IFNGR2	3078.61391911104	336.007397772607	-266.752874533294	738.168512862303	0.720057950380844	0.751708849298684	-0.0866470696040769	0.239959427186119	-0.556967546888869	0.383673407680716	-22.7756689778008	437.680087062033	0.958803548562804	0.981311975938592	-0.00739802702651894	0.0202123647885478	-0.0470142620120727	0.0322182079590348	0.474833638889544	0.000191505023143549	0.000551302339352641
IL10RB	2482.5043045335	238.861330340067	985.050300577799	703.903083576592	0.170747355354185	0.200259243933921	0.396797016133636	0.28610438809463	-0.163967584531839	0.957561616799111	-301.425475229756	417.363186772105	0.475101359285958	0.9659305338046	-0.121419920472766	0.0284014395323819	-0.177086741956234	-0.0657530989892973	0.00990279316616804	0.429723522813229	0.448612468870953
ITGB2	5492.11276504398	840.35224855334	5806.62985216078	2159.33483216801	0.0110192991026271	0.018048851978441	1.05726704832403	0.42515096698719	0.223971153029138	1.89056294361892	2253.38852351755	1280.32805636031	0.0874015314814389	0.83031454907367	0.410295385386084	0.0582867839472066	0.296053288849559	0.524537481922609	0.330320806248091	0.00569656558251403	0.00917243610743784
JAM2	255.660256135756	69.4960698778724	8.86449094997806	182.741516620157	0.961594939111342	0.961594939111342	0.0346729330712671	0.714844792143221	-1.36642285952945	1.43576872567198	-91.6538254504129	108.352390423727	0.403530161598723	0.9659305338046	-0.358498527834317	0.189114903188793	-0.729163738084351	0.0121666824157173	0.105315733828854	0.175653670470196	0.196318808172572
LSS	2915.55791462038	270.77083160832	2634.66714878892	753.874979786816	0.00133981230026571	0.00318205421313106	0.903657970770224	0.271848255966418	0.370835389076043	1.4364805524644	450.186778227887	446.9928763387	0.320979206232327	0.9659305338046	0.154408449912923	0.0237105078718573	0.107935854484082	0.200881045341763	0.349790856173493	0.00384191477505945	0.00688645101189902
LTN1	1246.65584470819	118.030644727731	1026.91785449238	252.722878711164	0.000269897384160135	0.000915723267686172	0.82373804996098	0.217205101275044	0.398016051461893	1.24946004846007	43.7730881648804	149.84623379283	0.77196998701394	0.9659305338046	0.0351124076068697	0.0144587445484828	0.00677326829184332	0.0634515469218961	0.638705949219805	6.70636140219441e-07	5.99192178043606e-06
MAP3K7CL	397.822334719464	110.192760428668	93.9075932263451	282.265106876864	0.741408806204126	0.765585180319477	0.236054100111214	0.71253185011835	-1.16050832612075	1.63261652634318	-281.947890659807	167.362620322828	0.101215153115603	0.839030397534748	-0.708728158409283	0.215523699075357	-1.13115460859698	-0.286301708221584	0.214164571042729	0.0426034661356013	0.0546936389578665
MCM3AP	3513.71099212728	216.125892804484	3211.52293256007	616.121248642829	9.1032412491785e-06	8.73585353822878e-05	0.913997463011534	0.184139732237867	0.553083587825315	1.27491133819775	-114.656519732801	365.314961350925	0.755547561854443	0.9659305338046	-0.032631175412462	0.0108134597758732	-0.0538255565731735	-0.0114367942517505	0.517368300781781	5.53531049648861e-05	0.000210341798866567
MIS18A	709.011324249079	64.445435482304	127.469869101423	143.515549935746	0.380676251623628	0.43052671314577	0.179785378232749	0.203075017129689	-0.218241655341441	0.577812411806938	-8.38161881092108	85.0942532716103	0.92211523789277	0.979050231251378	-0.011821558449434	0.0144055196552175	-0.0400563769736602	0.0164132600747922	0.433763391269165	0.0005655713060793	0.00148000471363859
MORC3	1188.23642456842	110.811367877343	514.314263288721	231.889006825619	0.0333436414981043	0.0465830285635281	0.432838324641936	0.19928473542319	0.0422402432124834	0.823436406071389	-109.976963280796	137.493267360616	0.429338543634179	0.9659305338046	-0.0925547820340054	0.0134637782484897	-0.118943787401045	-0.0661657766669655	0.632583848449215	8.71004474514999e-07	6.89545208991041e-06
MRPL39	1913.83099914221	104.077205990049	1088.02679647529	256.760001532901	0.000163093296367775	0.000654898596982567	0.568507249053312	0.137676383230956	0.298661537920639	0.838352960185986	210.067241214722	152.239953163554	0.176642197205694	0.9659305338046	0.109762691329002	0.00636339149103943	0.0972904440065646	0.122234938651439	0.532082082764134	3.49053714854016e-05	0.000138167095463048
MRPS6	1645.585214613	98.4822720039145	1155.78489878305	292.819918821777	0.000376758470969142	0.00115458241103447	0.702354936419904	0.182839872034443	0.343988787232396	1.06072108560741	-89.2677477998375	173.620853951705	0.610470636377128	0.9659305338046	-0.0542468095891534	0.0111422787853904	-0.0760856760085185	-0.0324079431697882	0.179351783507383	0.0702316393015852	0.0855385350468025
MX1	24981.9990586546	1969.04172082881	12621.7935067402	5497.48842448941	0.0279714043946346	0.0396609465297057	0.505235528874445	0.223632061013723	0.0669166892875488	0.943554368461342	-5944.09343788735	3259.60965596196	0.0770200802960951	0.83031454907367	-0.237935059717654	0.0173762960267437	-0.271992599930072	-0.203877519505237	0.170144720732372	0.0795616016538644	0.0956753437609762
MX2	4187.09195959457	631.753888441962	2944.88430925784	1872.69002013317	0.125085585368158	0.15041937480981	0.703324488135432	0.459670000208509	-0.197628712273246	1.60427768854411	-1126.2464098497	1110.36859032889	0.317603819385597	0.9659305338046	-0.268980576667045	0.0719720071300945	-0.41004571064203	-0.12791544269206	-0.0929877110224624	0.781378832554676	0.781378832554676
N6AMT1	267.277569425608	22.342768001161	167.273977907204	64.0671463903336	0.0133380942935707	0.0207724419326101	0.62584368103423	0.245345482685009	0.144966534971612	1.10672082709685	6.36523007836724	37.9871448339167	0.867919987367334	0.968261996149878	0.0238150552328294	0.0202038194997102	-0.0157844309866027	0.0634145414522614	0.120566932079159	0.147771193141456	0.169135702993233
NDUFV3	679.061029789004	61.509904172134	330.953636836397	167.663520357165	0.0565614267828831	0.0716444739249853	0.487369503355581	0.250820545307349	-0.00423876544682306	0.978977772157986	46.0445389864394	99.4122384094968	0.646195342248277	0.9659305338046	0.0678061867292638	0.0214696932882098	0.0257255878843725	0.109886785574155	0.0452678142178954	0.320280247819762	0.338073594920859
NRIP1	1020.54573341296	220.757280194815	49.3032593595077	597.544017087518	0.934725145592162	0.944669030119738	0.0483106809869512	0.58560744858458	-1.09947991823883	1.19610128021273	-191.935408454216	354.300018038087	0.591536354404612	0.9659305338046	-0.188071344742519	0.122180121012505	-0.427544381927029	0.051401692441991	0.10382182047298	0.178573999096334	0.19726197574595
PAXBP1	1006.93923727009	97.4805457161498	823.442516249715	194.208483302764	0.000161927202845363	0.000654898596982567	0.817767831236914	0.208485752514443	0.409135756308605	1.22639990616522	175.79809896854	115.151465280659	0.136093534118526	0.839030397534748	0.174586601119195	0.0133633924236349	0.148394351968871	0.20077885026952	0.499445124975431	9.48889296021554e-05	0.000321944582578741
PCNT	1562.69300049322	148.072664302167	2098.55161147585	402.861800807431	9.19563530339872e-06	8.73585353822878e-05	1.34290715502885	0.28749341486665	0.77942006189022	1.90639424816749	139.284585046531	238.867663655352	0.563671566209593	0.9659305338046	0.0891311249250937	0.0234364145102557	0.0431957524849925	0.135066497365195	0.355658291454182	0.00340002288707148	0.00621158027445751
PDXK	3214.0701320595	229.427357592098	2364.0775167683	562.201870551699	0.000179235405489966	0.000654898596982567	0.735540115689218	0.182629045645197	0.377587186224633	1.0934930451538	-598.325984375793	333.344702953221	0.0815616862795066	0.83031454907367	-0.186158347450994	0.0109332159777937	-0.207587450767469	-0.164729244134518	0.540493730702102	2.66048394008867e-05	0.000114884533776556
PFKL	7417.37946594413	502.172683971754	6715.23770345801	1195.51804867954	2.70966393609699e-06	4.29030123215356e-05	0.905338298288512	0.172439003178387	0.567357852058873	1.24331874451815	234.246005008852	708.855003312636	0.743082539407126	0.9659305338046	0.0315806958622462	0.00913757907302803	0.0136710408791113	0.0494903508453812	0.646144308160705	4.84841835641685e-07	5.11777493177334e-06
PIGP	551.840385238141	50.5962146959101	433.750979843854	139.542609243704	0.00378855012925442	0.00746009337472773	0.78600804045299	0.26293651141483	0.270652478079924	1.30136360282606	87.9991620828854	82.738589222432	0.295014545859224	0.9659305338046	0.159464882304528	0.0226934016538931	0.114985815062897	0.203943949546158	0.341652213308491	0.00453925063756948	0.00770051447444823
PKNOX1	527.943451696825	27.8193840211557	51.4283895311006	70.9134845096214	0.473274892749908	0.516794423117715	0.0974126857067899	0.134418271518781	-0.16604712647002	0.3608724978836	9.66737069893406	42.046523975526	0.819531004268506	0.968261996149878	0.0183113753335947	0.00634379475740084	0.00587753760908901	0.0307452130581003	0.185625656698274	0.0643945183606238	0.0794477823929774
POFUT2	520.41891960059	54.9249894501286	541.83933384248	146.977598111415	0.000787203729962295	0.00202119876611941	1.04115994525781	0.303045387146919	0.447190986449853	1.63512890406577	25.1739821370622	87.1469953224251	0.774436351693339	0.9659305338046	0.0483725344889126	0.0280673982085395	-0.0066395659998247	0.10338463497765	0.263691077359188	0.0193236317474345	0.0273991793433773
PRDM15	740.264222581621	143.680997770658	933.856179524019	319.282644295639	0.00609702064308591	0.01113878771333	1.26151737587325	0.495964290175283	0.289427367129696	2.2336073846168	-155.390932353833	189.311320000422	0.417465727242534	0.9659305338046	-0.209912795477157	0.0670602663769124	-0.341350917575905	-0.0784746733784088	0.379478102430857	0.00203505862117076	0.00409972455833435
PRMT2	1178.23622210148	77.3668054382571	714.675327426433	207.641766965343	0.00154914358457922	0.00358947903743966	0.606563704306894	0.180675718757035	0.252439295543106	0.960688113070681	36.3859394358139	123.116422686074	0.76937814548048	0.9659305338046	0.0308817016089665	0.0109227189828348	0.0094731724026103	0.0522902308153228	0.257723475682574	0.0213637610548666	0.0294138739161207
PSMG1	1602.73449803448	121.720752868811	959.173848223211	339.778944938455	0.00789684797453806	0.0136400101378385	0.598460848880148	0.216816848482728	0.173499825854001	1.02342187190629	84.4530772112828	201.464131307711	0.677709193731107	0.9659305338046	0.0526931174906713	0.015816568030365	0.0216926441511558	0.0836935908301868	0.111338518981113	0.164225198298687	0.185730879028277
PTTG1IP	2666.25471324061	272.34445432227	1400.37732102876	657.384730039284	0.040471218527942	0.0549252251450641	0.525222633109465	0.252326635588002	0.030662427356981	1.01978283886195	586.998103394755	389.781196113571	0.141310382742694	0.839030397534748	0.220158299385173	0.0218773845453155	0.177278625676355	0.263037973093991	0.535029946675812	3.17581730710039e-05	0.000131175062684581
RCAN1	331.398348068197	38.0433261433756	81.9267982816755	104.815563309973	0.439842409674916	0.491588575519024	0.247215469718685	0.317553360718472	-0.375189117289521	0.869620056726891	8.91968725802938	62.1479839299547	0.88672414384252	0.968261996149878	0.0269153039235846	0.035178011571611	-0.042033598756773	0.0958642066039422	0.00672288858904946	0.44026656880625	0.45462308735428
RRP1	1652.80351116899	145.40963336043	1482.63568489883	351.04588927415	0.000169887149828762	0.000654898596982567	0.897042918217305	0.226582458608026	0.452941299345573	1.34114453708904	81.3198397299007	208.144607502297	0.698464365835947	0.9659305338046	0.049201153785295	0.0158781777095342	0.0180799254746079	0.080322382095982	0.303379303487038	0.00955094635255842	0.0146345145724685
RRP1B	2962.82643317133	247.289263727851	2971.99637378112	700.733434018917	0.000161329057587516	0.000654898596982567	1.00309499756959	0.250889738316537	0.51135111046918	1.49483888467001	-98.1858632985063	415.48381577458	0.814604648634684	0.968261996149878	-0.0331392558805447	0.0196727342067529	-0.0716978149257803	0.00541930316469096	0.342623753999485	0.00445049142888501	0.00768721246807411
RSPH1	74.6798525587848	28.697282323549	40.4248786794375	76.5889242631749	0.601054884791487	0.648866068808992	0.541309031744763	1.04644548124033	-1.50972411148629	2.59234217497581	41.1986943334613	45.4116457900811	0.370671892788785	0.9659305338046	0.551670804398434	0.414706677154187	-0.261154282823773	1.36449589162064	0.0462631196632898	0.317436962495003	0.338073594920859
RUNX1	958.820998036495	199.078374903735	-168.626344430357	464.841079619974	0.719028689873506	0.751708849298684	-0.17586843089135	0.486178070927523	-1.12877744990929	0.777040588126595	-149.586533297327	275.616855302024	0.590853521938341	0.9659305338046	-0.156010906731971	0.0836790163985004	-0.320021778873032	0.00799996540908973	0.378970013297776	0.0020580680446506	0.00409972455833435
RWDD2B	678.798046804792	69.1993293654391	1167.38124883694	201.155367358772	1.55056687443834e-06	3.68259632679107e-05	1.7197769709739	0.344318291574074	1.04491311948872	2.39464082245908	-20.5888642603967	119.270460829051	0.863971020338058	0.968261996149878	-0.0303313546014336	0.030882972920232	-0.0908619815250884	0.0301992723222212	0.449918475450905	0.000374065553504518	0.00101532078808369
SAMSN1	3771.37966850569	724.173009745874	5619.01901783379	1996.59236605778	0.00807016021985264	0.0136904503729643	1.48991072544552	0.601762781115583	0.310455674458976	2.66936577643206	-2582.30740970555	1183.83364418386	0.0361711738057194	0.83031454907367	-0.684711600709436	0.115819004723157	-0.911716849966823	-0.45770635145205	0.334397002203015	0.00525325662889464	0.0087554277148244
SCAF4	1971.42470100065	116.375130824127	1063.42678663075	284.69725929416	0.000686623420899341	0.00186369214244107	0.539420443545713	0.1478808756353	0.249573927300525	0.829266959790901	83.3921412336636	168.804709308203	0.624471877663037	0.9659305338046	0.0423004445421302	0.00733800344875728	0.0279179577825659	0.0566829313016945	0.451011892382442	0.000363535361523012	0.00101532078808369
SETD4	314.287287996969	27.9172240490283	257.18941491765	78.2425009741186	0.00235655449223669	0.00486679732092359	0.818325858983295	0.259347150404157	0.310005444191147	1.32664627377544	55.1961518609035	46.3920961699046	0.242377001685336	0.9659305338046	0.175623240165653	0.0220322157556944	0.132440097284492	0.218806383046814	0.293447248419504	0.0114635752759794	0.017016244550282
SH3BGR	48.7567973142158	6.4340429588158	56.6457386598728	15.8543846545629	0.00108026650397043	0.00263141840710746	1.16180187748626	0.35950303727523	0.457175924426806	1.86642783054571	7.68057454928558	9.40049370165764	0.419594338018911	0.9659305338046	0.157528282667701	0.037605418944719	0.0838216615360515	0.23123490379935	0.376433188754609	0.00217647654460792	0.00413530543475504
SLC19A1	679.223857874997	76.0677578061543	637.065669212255	169.244856651212	0.000633046091789913	0.00176880525647182	0.937931820011982	0.27040940948486	0.407929377421656	1.46793426260231	69.3015648782214	100.349855491224	0.494505176296848	0.9659305338046	0.102030522153678	0.0219582506740948	0.0589923508324521	0.145068693474904	0.476323980003034	0.000183750865679147	0.000545510382484967
SLC37A1	1273.42124324153	143.563399718135	670.615930131566	337.160262384688	0.054795043654316	0.0703449884751354	0.526625367442823	0.271342230414087	-0.00520540416878656	1.05845613905443	91.8477616461563	199.911443556676	0.648840842751424	0.9659305338046	0.0721267704097314	0.024711251431753	0.0236927176034955	0.120560823215967	0.298264342584501	0.0104978508836241	0.0158300926022902
