gene	intercept	intercept_err	x_coeff	x_coeff_err	x_pval	x_adj_pval	y_coeff	y_coeff_err	y_pval	y_adj_pval	adj.r.sq	reg_pval	reg_adj_pval	deltaEx	deltaEx_err	deltaEy	deltaEy_err	region
ENST00000218089	STAG2	3542.67662676034	586.771237861317	32.6259223597983	131.094490100241	0.804032182587928	0.937313193034935	100.061122421592	134.111871257999	0.457572061836935	0.819684159478871	0.95074967646998	2.05983808158646e-56	1.33271523878644e-53	0.00920939893676766	0.0370357871052738	0.0282444978651902	0.0381440432937978	NPX
ENST00000218104	ABCD1	948.719032276719	46.7010621119408	44.0211789765904	41.031422025347	0.286232100857642	0.589783978518771	42.7483163658351	41.9758357806513	0.311246936922829	0.717279030726319	0.233362682605584	8.13929998214539e-05	0.00014080553712428	0.0464006491689633	0.0433095592414009	0.0450589847061974	0.0443003112008235	NPX
ENST00000218147	BCORL1	604.12524385749	28.9922217665717	20.3439480131816	27.9688651513516	0.468903314618141	0.746218120034916	6.91915930943177	28.6126200997634	0.809474456229494	0.930393185698438	0.0730301122359546	0.0614274005910141	0.071352833361555	0.0336750503641934	0.0463246660310494	0.0114531868677614	0.0473652559428735	NPX
ENST00000218176	KCND1	358.294425521058	19.2225826814171	-39.7483314182205	17.4169475660092	0.0248637004743944	0.110943546254712	-27.1454302169501	17.8178306952021	0.131179666614457	0.490596787858691	0.206868239105004	0.000291580439224037	0.000475195325385269	-0.110937621651288	0.0489737248212922	-0.0757629153104273	0.0498954179831758	NPX
ENST00000218200	FMR1	976.405948064817	39.7214400965926	5.97761474480505	36.0936026386836	0.868836159698223	0.95764394433518	14.9655601653554	36.92436338564	0.68622733235313	0.911681897397279	0.178272884719333	0.00106900735645187	0.00163124471609519	0.00612205892093587	0.0369666140309089	0.0153271906987215	0.0378217505636561	NPX
ENST00000218340	RP2	2083.24072890311	111.105307334978	14.6285817445899	96.3114811765783	0.8796188612493	0.962659734807418	-0.950184311800632	98.5282673157647	0.992327085450634	0.996597615662359	0.28702875758128	4.94212822155995e-06	1.00552105639915e-05	0.00702203136758575	0.0462330828062551	-0.000456108743755663	0.0472956768658112	NPX
ENST00000218348	USP11	3329.02482558046	122.908423769748	-202.059250450859	56.0897237891131	0.000518699341773688	0.00385745372560432	-228.085994346289	57.3807320959891	0.000142861838997515	0.00401876564484314	0.799997409742062	1.58092604611988e-29	6.01681854023273e-28	-0.0606962281861707	0.0169970657294053	-0.0685143566949875	0.0174211250267813	NPX
ENST00000218364	HTATSF1	4450.24422300537	208.573377551282	-52.4696123582366	90.7692521439195	0.564686808711095	0.817343098962144	-189.441171599347	92.8584736734695	0.0443037487163915	0.306557215689347	0.814334118998018	6.04880706134846e-31	3.01044474514804e-29	-0.0117902770564808	0.0204039493565343	-0.0425687135595925	0.020961091909878	NPX
ENST00000218388	TIMP1	33045.3876363003	2659.21044991074	5612.64064586429	2450.14168951081	0.024340641112782	0.110128634964825	2412.564847753	2506.5362135073	0.338401608349793	0.726545415632531	0.175162448966163	0.00122525697312749	0.00184358432933369	0.169846415712758	0.0753939717413374	0.0730076122666754	0.0760785018289637	NPX
ENST00000218439	MAGED2	683.089613444057	79.2451291785356	-17.3999909535152	74.1377525509688	0.814982163960217	0.941205313792008	79.0523425414796	75.8441694831734	0.300095860331817	0.713607974435398	0.153510720591717	0.00308287782993481	0.00441288043355712	-0.0254724864952733	0.108573203438599	0.115727630731943	0.111839811338802	NPX
ENST00000218516	GLA	955.896041132256	52.641543302095	4.77609862940457	51.0839408242165	0.925720389123686	0.981629270793102	37.2584369883281	52.2597318158068	0.477743496354458	0.825748205593894	0.0772217776419462	0.0535481167933404	0.0635699661748463	0.00499646240165122	0.053441604259631	0.0389774990010374	0.0547130586568462	NPX
ENST00000239666	PDZD11	2394.47108875151	64.9845997347867	-53.503411974088	57.188308895516	0.35202853439513	0.648895902432048	-157.007915009431	58.504603162143	0.0086823284728785	0.112349330439048	0.240746474727752	5.63292006860815e-05	9.87669182761375e-05	-0.0223445637850591	0.0238911801968489	-0.0655710214030168	0.0244979253512413	NPX
ENST00000243286	TCEAL3	401.525810447476	38.0052171425289	18.0796427237326	27.7606730189667	0.516551491334236	0.789908974436201	17.4704738314406	28.3996360419743	0.540015267834907	0.865323960641397	0.477092279097277	1.60559237045854e-11	7.06679090943316e-11	0.0450273488112357	0.0692691902463474	0.0435102137318915	0.0708490881150942	NPX
ENST00000245838	THOC2	2154.9360153094	65.7181758393953	-46.2618540719874	54.6814809892116	0.399808214000208	0.689839557921398	-45.1429646851138	55.9400759941501	0.421824808882127	0.795912674688605	0.313455172246567	1.1134439171521e-06	2.46711717259388e-06	-0.0214678550747342	0.0253834349844783	-0.0209486334463775	0.0259669028008788	NPX
ENST00000246174	ARMCX5	573.444057594917	15.6954165337148	-53.231029591129	14.1581404423384	0.000303798275930141	0.00242663561144199	-47.5937244941745	14.4840161230549	0.00145518435218807	0.0303711056730866	0.272181802750075	1.105041981575e-05	2.121549442371e-05	-0.0928268919803361	0.0248200458019267	-0.0829962816142649	0.0253598885881516	NPX
ENST00000247138	SLC35A2	365.631047534817	16.7101260542268	-41.310989936289	15.0289306794521	0.00724297697998566	0.0380992366345587	-29.373553707034	15.3748492014185	0.0592892839761642	0.368638798417593	0.274598057839445	9.70927749555757e-06	1.89213931916438e-05	-0.112985454093187	0.0414271602860627	-0.0803365958801321	0.0422101582556062	NPX
ENST00000247161	ELK1	2109.46872518992	64.4308387904111	62.7676599534406	46.7952319515288	0.183227486804203	0.455671757869622	-1.43934150031973	47.8723104088725	0.97608152671222	0.992375676546712	0.509622161181208	1.08141591840291e-12	5.55298491433876e-12	0.0297551981709467	0.0222020297359979	-0.000682324171547099	0.0226940224443309	NPX
ENST00000251900	SCML2	194.107255415281	12.8966817680042	11.4414686477915	12.1924203027512	0.350574347085619	0.648895902432048	26.2894604763879	12.4730513137178	0.0378688765666119	0.306557215689347	0.1329574564515	0.00708142085587195	0.00948587845496719	0.0589440545296111	0.0629347704101225	0.135437804321859	0.0648855672865843	NPX
ENST00000251943	ALG13	343.299283517725	19.1253210315969	17.4682600934311	13.1000736817907	0.185787870069437	0.457052288725954	0.390560581471902	13.4015960071183	0.976815919088234	0.992375676546712	0.532192549866841	1.4777176984835e-13	8.61336352179121e-13	0.0508834737854302	0.038264485720669	0.00113766791899447	0.0390376977565502	NPX
ENST00000253039	EIF2S3	9646.2249566368	689.208029787416	3115.17711673578	387.770805757258	3.70786743719549e-12	9.22688550717493e-11	685.305926813945	396.696065102068	0.0875405240048256	0.439059837450559	0.765078536415434	1.81205341893202e-26	4.50922523865006e-25	0.322942615452117	0.0463505797070117	0.0710439503427131	0.0414365674924778	NPX
ENST00000253122	SLC6A8	1441.28847478288	66.8141269187229	237.471489926375	54.8626739461795	3.92109155590277e-05	0.000338259498222546	113.275085590416	56.125439440769	0.0465761412367073	0.306557215689347	0.437712362888359	3.30575799907875e-10	1.2083759465559e-09	0.164763330923151	0.038823759445983	0.0785929309588629	0.0391112213296669	NPX
ENST00000253401	ARHGEF9	890.945795089632	22.633901735013	-28.4553495175431	19.2883574480172	0.143671576173359	0.384113676794063	-25.503676432741	19.732314522668	0.199535589994516	0.594391134422022	0.291262433892419	3.91214914268572e-06	8.08677474542384e-06	-0.031938362215044	0.0216645042212237	-0.028625396262379	0.0221595394869609	NPX
ENST00000253577	ABCB7	444.425797459881	18.6010773781721	5.10577914714028	16.4540838890089	0.757054762462842	0.917255489351047	9.95243976497717	16.8328049371391	0.555849897054681	0.87296352646897	0.239684321514367	5.94120469281496e-05	0.000103890795574359	0.0114884850886749	0.0370263644287418	0.0223939290245085	0.0378869955670576	NPX
ENST00000254029	WDR44	2047.25169164291	69.171421490439	-15.7136610034727	53.0345801065987	0.767698255910081	0.92323563489558	-86.2696912896489	54.2552686542322	0.115365078872696	0.486029407712198	0.420114589014826	1.18230040928987e-09	3.90279777964564e-09	-0.00767549054550423	0.0259065545172545	-0.0421392697545741	0.0265397319388056	NPX
ENST00000255495	MORC4	496.162986445957	35.361518398601	23.3903619184922	22.2750582240548	0.296529104926137	0.59582090337643	61.6690304862569	22.7877597183877	0.00815650997369908	0.109942957353819	0.626538309376355	9.85919046171824e-18	9.96702535739329e-17	0.0471424966340974	0.0450201862982679	0.124291880230719	0.046774434186263	NPX
ENST00000255499	RNF128	186.030146834356	20.2204582064878	-30.6777228485589	19.6748232419423	0.122489188082531	0.353796895934811	-34.6870497666244	20.1276755386868	0.0882976312463839	0.439450518587772	0.0559587950051397	0.104901496618913	0.118656063483281	-0.164907265680302	0.107269653128927	-0.186459293597775	0.110077612641259	NPX
ENST00000262640	VAMP7	151.279863131021	8.68054925219458	-9.43088094203817	8.74608852589487	0.283815099928151	0.588552466838186	-18.7114298957442	8.94739586308298	0.0393536757535795	0.306557215689347	0.00780693735932436	0.374001184001878	0.393443740756895	-0.0623406231791092	0.0579245234148435	-0.123687512061923	0.0595689686641089	PAR2
ENST00000262843	MID2	139.751332914956	10.3869122036778	28.0746817878482	8.281619550663	0.00104365965559347	0.00710787154914714	34.6725362022925	8.47223627886247	9.36165649464244e-05	0.00275317806910621	0.426229640809301	7.63194923884956e-10	2.62652721145514e-09	0.200890261311015	0.0611117433686264	0.248101649401741	0.0633660767155088	NPX
ENST00000262844	AMMECR1	1955.04182177275	72.6171223879388	-150.115863035904	53.2097654734647	0.00589927695232955	0.0323460354928578	-33.2947646400577	54.4344862349976	0.54232972186591	0.866388469252454	0.46789917186461	3.32717233779248e-11	1.36245601427325e-10	-0.0767839651122064	0.0273657124920764	-0.0170302058346083	0.0278503159328203	NPX
ENST00000262848	PRKX	694.847696604958	22.4913910658837	-55.9930002739705	21.582030570034	0.0110794137251723	0.0578095216144069	-67.0679006344857	22.0787807563948	0.00312851003717216	0.0512164944901525	0.258288217524429	2.29829585122043e-05	4.26073758091581e-05	-0.0805831271335482	0.0311694194405537	-0.0965217283761334	0.0319282225273065	NPX
ENST00000262854	HUWE1	5106.87766264869	284.835574615772	-28.5844502859764	263.687949353202	0.913920387239804	0.980871818462074	84.4715530333587	269.757213204777	0.75490756575976	0.91979322643852	0.140601690161409	0.00522419734697703	0.00713091916348974	-0.00559724594443311	0.0516348317689284	0.0165407434078903	0.0528303928235393	NPX
ENST00000262858	MAMLD1	715.188421604536	141.939679877915	-8.40250319563977	108.800987380481	0.938615370421073	0.98368903089787	-124.501820678255	111.305242509863	0.266337055225409	0.671553954868538	0.413098486902479	1.9407825470446e-09	6.24719556187987e-09	-0.0117486566362311	0.152146991002445	-0.174082545126966	0.159419419078372	NPX
ENST00000263512	SLC10A3	1134.95630752917	100.865478748185	-64.0180920082001	42.3840479078035	0.134476397791589	0.375995173583692	-73.7518909360024	43.3595948392474	0.0924466632396741	0.450378477630675	0.828755526675354	1.7342033559681e-32	1.24669952367929e-30	-0.0564057766660366	0.037679159097963	-0.0649821411156893	0.0386377859099634	NPX
ENST00000275954	TMEM47	14884.3330529613	1344.28159829385	463.552294905736	1260.59668596852	0.713951720918395	0.893750485624158	-712.472385563875	1289.61164063874	0.582010898753674	0.886026003514416	0.137253372057413	0.00597323429081849	0.0080682308688091	0.031143638969669	0.0847395509875442	-0.0478672697680685	0.0867500065302444	NPX
ENST00000276055	CHST7	325.671557469575	31.231862596022	-13.0144450973259	26.9581757911311	0.630448455950671	0.852254987941107	27.6852582057338	27.5786678622889	0.318165269396675	0.717363713989847	0.270520998891592	1.2073954308016e-05	2.29760248155481e-05	-0.0399618720113185	0.0828658536384795	0.0850097516063258	0.0850739716838322	NPX
ENST00000276062	NDUFB11	1175.63463813014	39.3667956708755	-43.5192651021551	28.8852947405621	0.135448466466833	0.376116557098888	-61.7986377220665	29.5501430039773	0.0393496982238591	0.306557215689347	0.483088760810149	9.90495541877216e-12	4.41965941789351e-11	-0.0370176785292521	0.0246012069731241	-0.0525661933714015	0.0251970390886651	NPX
ENST00000276072	TAF1	469.270314925802	30.6982423970051	4.16156988593975	26.1111939035027	0.873731601071286	0.95856730980716	70.0906064098316	26.7121911264274	0.0102282515901549	0.124861863751514	0.284408840531195	5.70572981658505e-06	1.15362724729079e-05	0.00886817203981409	0.05564514144144	0.149360835707057	0.0577553029751729	NPX
ENST00000276079	NONO	19428.1114568387	716.353673606926	-428.114569294776	406.701041507103	0.295350215227425	0.59582090337643	-3.39017885654331	416.062015096043	0.993516942970977	0.996597615662359	0.678020337516634	1.63954658198952e-20	2.30605790988526e-19	-0.0220358304123317	0.0209493995613839	-0.000174498631226967	0.021415464637334	NPX
ENST00000276202	DOCK11	1827.30872800568	89.541059599549	-16.940260599476	75.9956431697972	0.824115618503619	0.941205313792008	-54.6525911341725	77.7448228767159	0.483906732438536	0.826088801814599	0.27799866737103	8.0845554969647e-06	1.60247443388151e-05	-0.00927060673428981	0.0415913170326111	-0.029908788972852	0.0425713145580402	NPX
ENST00000276204	DOCK11	236.44279043156	26.9725376932911	17.0300439808158	16.603586850869	0.307819960454608	0.60662493983372	-3.82123896678866	16.9857489850418	0.822520399587694	0.935273635383546	0.637607564033678	2.70190326068062e-18	2.91355234943393e-17	0.0720260657968561	0.070701483964748	-0.0161613680832224	0.0718623797026226	NPX
ENST00000286428	VBP1	3714.61893291933	140.38053208004	33.3781602738604	120.984099327426	0.783273049437147	0.937313193034935	-88.8352932307876	123.76877121882	0.47478995373787	0.825748205593894	0.279684586331245	7.37959937518539e-06	1.47820458072599e-05	0.00898562164157938	0.0325714904223387	-0.0239150488475467	0.0333316275307341	NPX
ENST00000286437	AFF2	258.204093056769	32.4618720673473	6.73207622348978	32.1561914214539	0.834649175018548	0.944087440973778	-8.98380689709545	32.8963253967731	0.78541323598916	0.922681018117922	0.0167818974262836	0.304175159858925	0.323154890687561	0.0260726936734099	0.124581014774458	-0.034793433329193	0.127479424100843	NPX
ENST00000286448	VAMP7	4298.01947157617	98.539448173743	-122.802702250367	73.0114962601608	0.0960815560843163	0.3018374756675	-100.377297701832	74.6919903293366	0.18240222836859	0.578501185070969	0.466553483589279	3.6972614939919e-11	1.48579390472842e-10	-0.0285719278524657	0.0169998673481051	-0.0233543143221315	0.0173864811938414	PAR2
ENST00000287295	AIFM1	1992.01622882182	65.0991786420785	40.8692820108619	53.8759292909735	0.45010719576081	0.732348504327153	-77.5909187828142	55.1159830397997	0.162680896459729	0.560713965207794	0.326694430345749	5.12735315081964e-07	1.17638208814905e-06	0.0205165406885435	0.0270542384001658	-0.0389509471158804	0.0276977063418127	NPX
ENST00000289373	TMSB15A	141.968221927063	12.2367754906944	-18.5524115474539	12.5291249374037	0.142206703064936	0.381774841838231	-31.1733960231758	12.8175058257263	0.0170141689753318	0.174732814714916	-0.00339788211897418	0.473195159593178	0.490636647847414	-0.13068003033091	0.0889689247468807	-0.219580097574169	0.092246789804043	NPX
ENST00000290277	ARAF	212.563411292215	11.141969708805	9.55068404910522	10.5145532176915	0.366156969944708	0.667452552895727	4.41404048600021	10.756565027166	0.682529693993276	0.910662227444852	0.107560414071134	0.0185992812370218	0.0231863872068461	0.0449309878452022	0.0495215247954356	0.0207657585995933	0.0506157341457343	NPX
ENST00000297977	HDX	169.013958314803	8.74185256851029	6.25493782366185	8.00967958480523	0.436920418385578	0.722985960857977	-9.34170229572253	8.19403711379356	0.257319713315887	0.661937873003676	0.175784354309732	0.00119238052686294	0.00179829883655086	0.037008409755196	0.0474292819024554	-0.0552717798510038	0.0485656368489249	NPX
ENST00000298190	KRBOX4	295.905949220575	11.7691961572658	-1.78092900706366	7.69835293900996	0.817582504032453	0.941205313792008	-7.66622735055507	7.87554471180052	0.332981956674579	0.726545415632531	0.595254369829527	3.10696510647586e-16	2.42193545046973e-15	-0.0060185643842399	0.0260173167447853	-0.0259076485983067	0.0266349664924032	NPX
ENST00000298556	HPRT1	2169.5888422518	96.9476286108043	35.1663406214091	95.7818525794777	0.714378425587642	0.893750485624158	15.5012201340015	97.986448340958	0.874659495732964	0.956681455610167	0.0446654658608454	0.146156416533601	0.161374054918529	0.0162087580543189	0.0441534082751658	0.00714477316260204	0.0451647310537557	NPX
ENST00000303391	MECP2	2650.22623811876	101.789068535811	-20.6737595651212	91.032075528324	0.820863630817532	0.941205313792008	28.8787097786671	93.1273464221707	0.75721053559463	0.91979322643852	0.197174556638229	0.000457054680007059	0.000728360536858539	-0.00780075273113148	0.0343501008102983	0.0108966960493027	0.0351418871451396	NPX
ENST00000304449	NKRF	914.591228225187	30.0813567204856	-37.9916506580682	21.1498199731994	0.0758380488548953	0.26239153801667	-39.6879692031272	21.6366220365683	0.0699515683796015	0.404095220907162	0.5044196345733	1.68676565500355e-12	8.39490291374843e-12	-0.0415394872437089	0.023165213327581	-0.0433942158839024	0.0237001649259789	NPX
ENST00000304543	ZFX	528.675751837428	53.3585465491026	269.014839510842	29.2129133273454	1.38824524739132e-14	4.98997041701215e-13	37.1285418625293	29.885302335989	0.217364417190832	0.609485419294362	0.770744252784182	6.23340257818957e-27	1.68042144503694e-25	0.508846563467065	0.0754378797370849	0.0702293262618683	0.0569712647935604	NPX
ENST00000304661	C1GALT1C1	1796.61042236348	80.8847034876624	-37.3414423876608	69.6794800021843	0.593362397429788	0.834577111167549	-25.5592904064643	71.283281579811	0.720773860117148	0.91979322643852	0.272875175452145	1.06483127516935e-05	2.05655473144648e-05	-0.020784384818684	0.0387951424442697	-0.0142263954880327	0.0396817071284189	NPX
ENST00000304758	AMOT	499.670422971468	35.4341450976855	-21.4206593793444	36.3014961889331	0.556634608182167	0.811955642745584	-29.257817292401	37.1370419888758	0.432887182768031	0.804412995784678	-0.0480503474940603	0.891315115811711	0.893013461116454	-0.0428695764139065	0.0727144595672114	-0.0585542308436208	0.0744389790289458	NPX
ENST00000305127	ZNF182	147.547208436608	10.8753264250798	-2.4874852370181	9.87618847217458	0.80172462155953	0.937313193034935	-3.39378912984157	10.1035071412019	0.737735301910005	0.91979322643852	0.195778447374027	0.000487248067588989	0.00077078117293417	-0.0168589108758829	0.0669473200607619	-0.0230013781067208	0.0684974213335595	NPX
ENST00000305536	RBMX2	1259.36893407354	21.3991783428211	-25.3380756894005	19.5946301386461	0.199318424625171	0.475863545138324	-32.3063936163149	20.0456366434074	0.110580691847104	0.486029407712198	0.205266540087066	0.000314261788391445	0.000508318442723163	-0.0201196607315398	0.0155628419258669	-0.0256528430567339	0.0159231748432438	NPX
ENST00000305963	MMGT1	3886.8971202187	186.518845607583	-95.2227637507715	101.707711210243	0.3516834992017	0.648895902432048	-103.482528623754	104.048701523182	0.322647358224181	0.717363713989847	0.706733253766681	2.8569662274875e-22	4.86436091890635e-21	-0.0244984008595045	0.0261932078821343	-0.0266234287718763	0.0267995595811831	NPX
ENST00000307771	ZRSR2	368.73020598004	18.0717501709305	218.321938756916	11.3918962538386	2.42021777619226e-33	7.82940450598197e-31	-17.954638599408	11.6541017293028	0.126955401448611	0.490596787858691	0.829765802369918	1.33702792012241e-32	1.081321330399e-30	0.592091277623006	0.0423862077675092	-0.0486931591397205	0.0316960109474555	NPX
ENST00000308167	ELF4	1387.35883229864	100.45452416817	15.0868849321934	58.0379592612015	0.795503854889852	0.937313193034935	73.7250411177402	59.3738097959992	0.217606077058729	0.609485419294362	0.67035343285218	4.53793911256722e-20	5.99193184863467e-19	0.0108745369842038	0.0418408256022062	0.0531405714234644	0.0429689138009732	NPX
ENST00000310441	HCFC1	3260.45591413459	163.476234867126	-72.8859915776224	153.960870885317	0.637082726509604	0.856416329710789	-103.560695395872	157.504563915329	0.512550505889295	0.841886073979776	0.151441754224621	0.00335868627053256	0.00477597805941663	-0.022354539824216	0.047233957436301	-0.0317626424411751	0.0483337711356589	NPX
ENST00000312196	MSL3	894.065022547709	40.3255741556475	-0.345704632024185	32.9039605927885	0.991640715594782	0.997973049072252	-31.6172337009699	33.6613058529315	0.350131615596794	0.734037670468268	0.342160509310448	2.02081002871612e-07	4.87859734544526e-07	-0.000386666096207491	0.036802652444138	-0.0353634611617778	0.0376835002013812	NPX
ENST00000312600	PABPC5	232.686540979226	14.6055061065677	9.98949047794009	13.272736544196	0.453656999960254	0.735629270612241	8.96700854805954	13.5782330233364	0.510705493035529	0.841886073979776	0.208793442799772	0.000266384149328864	0.000435228648019634	0.0429311056664509	0.0571048902074708	0.0385368595464235	0.058404296645618	NPX
ENST00000313116	ZNF41	926.958709541192	30.8410481444564	-39.9661355328697	19.3697200883101	0.0419942324345765	0.169814177407319	-26.2939984469678	19.8155498739922	0.187923686434042	0.580647499101626	0.606143476826271	9.66265334479931e-17	8.33564895211354e-16	-0.0431153352587316	0.0209451711682039	-0.0283658788426319	0.0213977728535849	NPX
ENST00000313871	AKAP17A	936.718155902254	88.7322514781445	607.583860304657	48.349876064823	1.99515692866198e-21	1.43429614760478e-19	627.42857679841	49.4627375199943	1.16363554207554e-21	3.76436097861437e-19	0.83616856215064	2.47764329795608e-33	2.29005030539655e-31	0.648630387354271	0.0802460888128351	0.669815752844106	0.0825477248429918	PAR1
ENST00000314425	ZMYM3	2074.82171789573	60.2141278419725	-106.954488445767	45.9713220406836	0.0222603739673361	0.102874728263332	-116.948398550698	47.0294366938372	0.0147587338261029	0.164636220439458	0.470259006510919	2.76334541854485e-11	1.1685519515023e-10	-0.0515487608035258	0.0222072053819656	-0.0563655168740506	0.0227256856019731	NPX
ENST00000315869	TFE3	7215.41370539525	178.842612213234	268.020681219918	136.404260566227	0.0525448168021252	0.200752522164406	102.408740621455	139.543855871534	0.46494953471496	0.822912765372695	0.419116176786139	1.26923841789557e-09	4.16851399176869e-09	0.0371455736515161	0.0189269722313484	0.0141930518197287	0.0193428881395926	NPX
ENST00000316077	MAP7D3	2839.10204821927	114.312917090022	-56.4425268656272	91.7678135716772	0.540085885574008	0.80027010040082	-110.208966962116	93.8800188317766	0.243553204009553	0.645815258172872	0.362701214066881	5.61831732446117e-08	1.46574649553483e-07	-0.0198804149717087	0.032332740249288	-0.038818247843976	0.0331037175370834	NPX
ENST00000316084	RPS4X	25613.7114898213	1549.22516910759	10992.9318428194	1554.39515128536	3.32224727175871e-10	6.71716870258715e-09	1297.01017271935	1590.17241879379	0.416882896113324	0.795643757478822	0.367264846439321	4.19838326150109e-08	1.10871590620049e-07	0.429181528307129	0.0660049388413888	0.0506373382566899	0.0621583605006402	NPX
